@station,@grpkeys,@grpvals,@grpvalsdesc,@latdec,@lngdec,@shortname,@stname,@colour,@var_100x00_100,@var_100x00_100_dt,@var_100x00_141,@var_100x00_141_dt,@var_10x00_10,@var_10x00_10_dt
232706,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.5083852,144.1513523,KORWEINGUBOORA O/LET,KORWEINGUBOORA OUTLET CHANNEL @ KORWEINGUBOORA RES,grey,,,,,,
232707,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.57690972,144.1918654,BALLAN CH FLACKS LN,BALLAN CHANNEL @ FLACKS LANE (2.8 KM GAUGE),grey,,,,,,
232708,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.67336408,144.2049299,BALLAN CH D/S BOSTOC,BALLAN CHANNEL D/S BOSTOCK CHANNEL JUNCTION,grey,,,,,,
232709,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.74399965,144.1796703,BALLAN CH @ 26.1KM,BALLAN CHANNAL @ 26.1 KM GAUGE,grey,,,,,,
232710,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.78353704,144.1981374,BALLAN CH @ 35.3 KM,BALLAN CHANNEL @ 35.3 KM GAUGE,grey,,,,,,
232711,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-38.1059,144.3558,WASTEWATER DR @ FORD,WASTEWATER O/F DRAIN @ FORD FACTORY GEELONG,grey,,,,,,
232712,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.53267042,144.0170056,WILSON CH U/S BEALES,WILSON CHANNEL UPSTREAM BEALE'S RESERVOIR,grey,,,,,,
232713,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.54738089,144.0266458,BEALE CH BULLY PARK,BEALE CHANNEL @ BULLY PARK,green,0.030,20221017090000,0.0,20221017090000,,
232714,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.54855021,144.0261365,MOORABOOL C BULLY PK,MOORABOOL CHANNEL @ BULLY PARK,green,0.094,20221017090000,1.4,20221017090000,,
232715,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.55044027,143.987784,MOORABOOL C BUNGAREE,MOORABOOL CHANNEL @ BUNGAREE,green,0.195,20221017090000,5.9,20221017090000,,
232800,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.82302472,144.2077761,R.G.STONY CK RES.,RAINGAUGE (STONY CK) @ UPPER STONEY CK RESERVOIR,grey,,,,,,
232805,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.58043,144.07697,RG BLACKHILL,RAINGAUGE AT BLACKHILL,grey,,,,,,
232806,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.63628,143.93277,R.G. AT YENDON,RAINGAUGE AT YENDON,grey,,,,,,
232807,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.51567991,144.0843501,WS AT MOORABOOL RES,WEATHER STATION AT MOORABOOL RESERVOIR,grey,,,,,,
232808,WEB_SW,B_232_MOORABOOL,232-Moorabool Basin,-37.67870794,144.0729722,WS AT LAL LAL RES.,WEATHER STATION AT LAL LAL RESERVOIR,grey,,,,,,
233200,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.14339597,144.18710041,BARWON POLLOCKSFORD,BARWON RIVER @ POLLOCKSFORD,purple,3.015,20221017090000,8887.8,20221017090000,0.0,20221017090000
233201,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.241768775,143.991733515,BARWON WINCHELSEA,BARWON RIVER @ WINCHELSEA,purple,3.953,20221017090000,4019.8,20221017090000,,
233202,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.71666667,143.8833333,LEIGH RIVER,LEIGH RIVEER @ GARIBALDI,grey,,,,,,
233203,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.50833333,143.7183333,BARWON @ FORREST,BARWON RIVER WEST BRANCH @ FORREST,grey,,,,,,
233204,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.51333333,143.7316667,BARWON EAST BRANCH,BARWON RIVER EAST BRANCH @ FORREST (BELOW TUNNEL),grey,,,,,,
233205,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.48333333,143.75,CALLAHAN @ BARWON,CALLAHAN CREEK @ BARWON DOWNS,grey,,,,,,
233206,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.44166667,143.8166667,GOSLINGS @ MURROON,GOSLINGS CREEK @ MURROON,grey,,,,,,
233207,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.46666667,143.7813889,DEWING @ BARWON DOWN,DEWING CREEK @ BARWON DOWNS,grey,,,,,,
233209,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.09982809,144.06221219,LEIGH @ INVERLEIGH,LEIGH RIVER @ INVERLEIGH,grey,,,,,,
233210,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.78333333,143.8916667,LEIGH @ GRENVILLE,LEIGH RIVER @ GRENVILLE,grey,,,,,,
233211,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.29604249,143.838326,BIRREGURRA @ RICKETT,BIRREGURRA CREEK @ RICKETTS MARSH,purple,0.612,20221017090000,381.8,20221017090000,,
233213,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.01385278,143.9772528,LEIGH @ SHELFORD,LEIGH RIVER @ SHELFORD,purple,2.729,20221017090000,1238.8,20221017090000,0.0,20221017090000
233214,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.53298808,143.7292796,BARWON @ FORREST,BARWON RIVER EAST BRANCH @ FORREST,grey,,,,,,
233215,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.81068186,143.9184477,LEIGH @ MERCER,LEIGH RIVER @ MOUNT MERCER,purple,1.104,20221017090000,1433.8,20221017090000,0.0,20221017090000
233217,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.16360559,144.34689219,BARWON @ GEELONG,BARWON RIVER @ GEELONG,purple,2.848,20221017090000,12799.3,20221017090000,,
233218,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.14925264,143.9903598,BARWON @ INVERLEIGH,BARWON RIVER @ INVERLEIGH,purple,2.101,20221017090000,4997.6,20221017090000,0.0,20221017090000
233219,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.11666667,144.15,BARWON RIVER,BARWON RIVER @ MURGHEBOLUC,grey,,,,,,
233220,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.075,143.8666667,WARRAMBINE @ WINGEEL,WARRAMBINE CREEK @ WINGEEL,grey,,,,,,
233223,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.928637,143.8663116,WARRAMBINE @ WARRAMB,WARRAMBINE CREEK @ WARRAMBINE,purple,0.459,20221017090000,11.3,20221017090000,0.0,20221017090000
233224,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.32521467,143.8335511,BARWON @ RICKETTS,BARWON RIVER @ RICKETTS MARSH,purple,2.201,20221017090000,1306.2,20221017090000,0.0,20221017090000
233225,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.85833333,143.85,WARRAMBINE @ LAGOON,WARRAMBINE CREEK @ GUMLEY U/S OF LAGOON,grey,,,,,,
233226,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.89,143.8516667,WARRAMBINE @ LAGOON,WARRAMBINE CREEK @ GUMLEY D/S OF LAGOON,grey,,,,,,
233227,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.88333333,143.8616667,LAWALUK @ GUMLEY,LAWALUK CREEK @ GUMLEY,grey,,,,,,
233228,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.42125009,143.7109799,BOUNDARY @ YEODENE,BOUNDARY CREEK @ YEODENE,grey,0.363,20221017090000,37.4,20221017090000,,
233229,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.40877494,143.68182753,BOUNDARY @ MACDONALD,BOUNDARY CREEK @ D/S OF MACDONALDS DAM,green,0.186,20221017090000,20.6,20221017090000,,
233230,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.40666667,143.6766667,BOUNDARY @ MCDONALDS,BOUNDARY CREEK @ MCDONALD'S DAM,grey,,,,,,
233231,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.403679,143.674728,BOUNDARY @ MCDONALDS,BOUNDARY CREEK @ U/S OF MCDONALDS DAM,blue,0.410,20221017090000,22.7,20221017090000,,
233240,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.43190511,143.83553139,MATTHEWS CK @ O/TAKE,MATTHEWS CREEK @ CHANNEL OFFTAKE,grey,,,,,,
233244,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.53133107,143.71996055,WEST BARWON RES H.G.,WEST BARWON RIVER @ WEST BARWON RESERVOIR H.G.,grey,,,,,,
233245,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.52711738,143.72332295,WEST BARWON COMP WER,WEST BARWON RIVER @ COMPENSATION WEIR SPILLWAY,grey,,,,,,
233246,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.49914272,143.76059608,CALLAHAN CK O/TAKE,CALLAHAN CREEK @ OFFTAKE,grey,0.383,20221017090000,67.8,20221017090000,,
233247,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.29928,143.9375,BARWON R @ KILDEAN,BARWON RIVER @ KILDEAN LANE,purple,4.155,20221017090000,3165.4,20221017090000,,
233248,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.99983324,143.9719342,LEIGH R @ SHELFORD,LEIGH RIVER @ SHELFORD (GOLF HILL),grey,,,,,,
233249,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.2926531,143.70424172,BIRREGURRA-IRREWARRA,BIRREGURRA CREEK @ IRREWARRA,grey,,,,,,
233250,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.4480865,143.73131223,AGROFORESTRY SITE,AGROFORESTRY SITE @ RACECOURSE PADDOCK GERANGAMETE,purple,0.248,20221017090000,3.1,20221017090000,0.0,20221017090000
233251,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.13831224,143.8849962,MIA MIA CK U/S MURDE,MIA MIA CREEK U/S LAKE MURDEDUKE,grey,,,,,,
233253,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.50471706,143.73191499,E BARWON R @ O/TAKE,EAST BARWON RIVER @ OFFTAKE,grey,,,,,,
233254,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.487260176,143.742812082,East Barwon R @ KCJ,East Barwon River @ U/S King Ck Junction,grey,,,,,,
233255,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.488077,143.683156,W/Barwon @ Boundry,West Barwon River @ Boundary Road Forrest,grey,0.808,20221017090000,,,,
233257,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.46414762,143.76980321,DEWING CK,DEWING CREEK @ BIBIRAGURRA-FORREST ROAD,grey,0.133,20221017090000,5.8,20221017090000,,
233258,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.40847616,143.85829433,P'ROYAL C RAILWAY CV,PENNYROYAL CREEK @ RAILWAY CULVERT,grey,,,,,,
233259,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.28207755,144.05037238,WURDIBOLUC RES HG,WURDIBOLUC RESERVOIR H.G.,grey,,,,,,
233260,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.30013795,143.9354278,RETREAT CK @ INGLEBY,RETREAT CK @ INGLEBY,grey,,,,,,
233261,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.30781938,143.9968078,WORMBETE C WINCHELSE,WORMBETE CK @ WINCHELSEA,grey,,,,,,
233267,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.5801,143.7119,WEST BARWON BARRAMUA,WEST BARWON R U/S BARRAMUNGA,grey,,,,,,
233268,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.50870317,143.7313663,E. BARWON R @ FLUME,EAST BARWON RIVER @ FLUME,grey,0.918,20221017090000,,,,
233269,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.21392033,144.41107426,BARWON R U/S BARRAGE,BARWON RIVER U/S LOWER BARRAGE OF GEELONG WETLANDS,purple,1.970,20221017090000,,,,
233270,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.21390975,144.41059498,REEDY LK INFLOW O/T,REEDY LAKE INFLOW @ OFFTAKE,grey,,,,,,
233271,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.51459515,143.9313375,CLARKES CK DIV WEIR,CLARKES CREEK D/S DIVERSION WEIR,grey,,,,,,
233272,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.54817112,143.9331475,FELLMONGERS C AT RES,FELLMONGERS CREEK @ GONG GONG RES. H.G.,grey,,,,,,
233273,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.41467698,143.63348433,BOUNDARY CK BARONGAR,BOUNDARY CREEK @ BARONGAROOK,purple,0.445,20221017080000,21.5,20221017080000,,
233274,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.536376,143.939334,Fellmongers Ck,Fellmongers Creek @ U/S Gong Gong Reservoir,purple,0.257,20221017090000,27.6,20221017090000,,
233275,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.422707043,143.692230912,Boundary Ck U/S,Boundary Creek @ U/S Big Swamp,grey,0.471,20221017090000,25.5,20221017090000,,
233276,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.421768367,143.70243373,Boundary Ck D/S,Boundary Creek @ D/S Big Swamp,grey,0.571,20221017090000,41.6,20221017090000,,
233277,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.543526,143.95236,Giles Div,GILES CREEK @ U/s GILES CK DIVERSION,grey,0.368,20221017090000,47.4,20221017090000,,
233278,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.543526,143.95236,Giles PDR,GILES CREEK PDR @ GILES CK DIVERSION,grey,0.547,20221017090000,40.4,20221017090000,,
233600,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.18238647,143.91787415,LAKE MURDEDUKE,LAKE MURDEDUKE,grey,,,,,,
233601,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.55,143.833333,,LAKE WENDOUREE @ BALLARAT,grey,,,,,,
233603,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.2084635,144.4281478,REEDY LK CONNEWERRE,REEDY LAKE AT CONNEWARRE,grey,,,,,,
233604,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.2301424,144.400346,HOSPITAL SWAMP CONNE,HOSPITAL SWAMP AT CONNEWARRE,grey,,,,,,
233605,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.552394,143.935211,GILES CK @ KIRKS,GILES CREEK @ KIRKS RESERVOIR H.G,purple,12.259,20221017090000,,,,
233702,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.23437531,143.67676643,LOUGH C'VERT WARROWE,LOUGH CALVERT O/FALL CHANNEL @ BULLIVANT RD BRIDGE,grey,,,,,,
233703,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.5086415,143.73130658,WURDIBOLUC INLET CH,WURDIBOLUC INLET CHANNEL @ EAST BARWON OFFTAKE,grey,0.228,20221017090000,,,,
233704,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.49931851,143.76116458,CALLAHAN CH @ O/TAKE,CALLAHAN CHANNEL @ OFFTAKE,grey,0.179,20221017090000,,,,
233706,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.54794,143.95241,PINCOTT CH D/S RES.,PINCOTT CHANNEL D/S PINCOTT RESERVOIR,grey,,,,,,
233707,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.53438,143.93691,PINCOTT-W. SWANN CH.,PINCOTT-WHITE SWAN CHANNEL U/S LONG HILL AQUADUCT,green,0.103,20221017091500,3.6,20221017091500,,
233708,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.5481,143.96851,BEALE-PINCOTT CH.,BEALE-PINCOTT CHANNEL @ KIERCES RD,green,0.178,20221017090000,7.6,20221017090000,,
233709,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.431519,143.834563,MATTHEWS CH @ SYPHON,MATTHEWS CHANNEL @ SYPHON,grey,,,,,,
233710,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.4089484,143.85814119,PENNYROYAL C D/S O/T,PENNYROYAL CHANNEL D/S OF OFFTAKE,grey,,,,,,
233711,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.44994796,143.77931926,WURDIBOLUC CH 8.5M,WURDIBOLUC CHANNEL @ 8.5 MILE,grey,,,,,,
233712,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.42554003,143.81066948,WURDIBOLUC 12 MIL,WURDIBOLUC INLET CHANNEL @ 12 MILE,grey,,,,,,
233713,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.38490314,143.82651679,WURDIBOLUC 16 MIL,WURDIBOLUC INLET CHANNEL @ 16 MILE,grey,,,,,,
233714,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.32487046,143.97255515,WURDIBOLUC INLET,WURDIBOLUC INLET CHANNEL @ WINCHELSEA-DEAN MARSH RO,grey,,,,,,
233715,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.301944,144.034528,Wurdibuloc Res Inlet,WBIC @ Wurdibuloc Reservoir Inlet,grey,,,,,,
233716,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.22678889,143.9108194,RAISED DR @ LANGLEYS,RAISED BED DRAIN @ LANGLEYS,grey,,,,,,
233718,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.61214,143.84505,BALLARAT S WWTP O/F,BALLARAT STH WASTE WATER TREATMENT PLANT O/FALL,grey,,,,,,
233723,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.463577,143.770097,WBIC AT DEWINGS SYPH,WURDIBOLUC INLET CHANNEL @ DEWINGS SYPHON,grey,1.650,20221017090000,,,,
233724,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.46652441,143.7670324,DEWING'S CH AT WBIC,DEWING'S CHANNEL @ WBIC JUNCTION,grey,,,,,,
233801,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.53150589,143.71941657,RG WEST BARWON R,RAINGAUGE (WEST BARWON R) @ WEST BARWON DAM,grey,,,,,,
233802,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.62385017,143.72969074,R.G. MT SABINE,RAINGAUGE MOUNT SABINE,grey,,,,,0.0,20221017090000
233803,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.54785239,143.86021699,R.G. MT COWLEY,RAINGAUGE MOUNT COWLEY,grey,,,,,0.0,20221017090000
233813,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.40963885,143.97795121,R.G. BOONAH,RAINGAUGE @ BOONAH,grey,,,,,0.0,20221017090000
233814,WEB_SW,B_233_BARWON,233-Barwon Basin,-38.48352252,143.91361767,R.G. BENWERIN,RAINGAUGE @ BENWERIN,grey,,,,,0.0,20221017090000
233815,WEB_SW,B_233_BARWON,233-Barwon Basin,-37.67282038,143.943234,R.G. BUNINYONG,RAINGAUGE @ BUNINYONG,grey,,,,,0.0,20221017090000
234200,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-37.808599,143.58558,WOADY YALOAK@PITFI'D,WOADY YALOAK RIVER @ PITFIELD,blue,0.622,20221017090000,233.3,20221017090000,,
234201,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.01187153,143.6426602,WOADY YALOAK@CRESSY,WOADY YALOAK RIVER @ CRESSY (YARIMA),purple,2.286,20221017090000,630.2,20221017090000,0.0,20221017090000
234203,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.35389484,143.41943015,PIRRON YAL'K @HWY BR,PIRRON YALLOCK CREEK @ PIRRON YALLOCK (ABOVE H'WY BR.),grey,,,,,,
234204,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.04265848,143.3447252,HAUNTED @ LK GNARPUR,HAUNTED GULLY @ U/S LAKE GNARPURT,grey,,,,,,
234205,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.11279941,143.31840883,NO 1 WATERWAY,NO. 1 WATERWAY @ LAKE TERANGPOM,grey,,,,,,
234206,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.02,143.4616667,GNARKETT PONDS,GNARKEET CHAIN OF PONDS @ FOXHOW,grey,,,,,,
234209,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.33843869,143.55832482,DEAN @ LAKE COLAC,DEAN CREEK @ LAKE COLAC,grey,,,,,,
234210,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.34166667,143.5933333,BARONGAROOK @ COLAC,BARONGAROOK CREEK @ LAKE COLAC,grey,,,,,,
234212,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.01837695,143.35358718,BROWNS WATERHOLES,BROWNS WATERHOLES D/S LISMORE (URARA),grey,,,,,,
234213,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-37.97072001,143.4673038,GNARKEET C BERRYBANK,GNARKEET CHAIN OF PONDS @ HAMILTON HWY (BERRYBANK),grey,,,,,,
234214,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-37.87625553,143.685526,SALT CK @ ROKEWOOD,SALT CREEK @ ROKEWOOD,grey,,,,,,
234215,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-37.92072695,143.57288534,NARINGHIL U/S WOADY,NARINGHIL CREEK 5 KM U/S WOADY YALOAK RIVER,grey,,,,,,
234602,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.1485,143.3389722,LAKE CORANGAMITE,LAKE CORANGAMITE @ LESLIE MANOR,grey,,,,,,
234603,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.22459,143.41622,L. CORANGAMITE WOOL,LAKE CORANGAMITE @ WOOL WOOL,grey,,,,,,
234605,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.07060697,143.4195475,LAKE GNARPURT,LAKE GNARPURT @ GNARPURT,grey,,,,,,
234606,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.19832665,143.15012629,LAKE COLANGULAC,LAKE COLONGULAC @ CAMPERDOWN,grey,,,,,,
234607,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.2287229,143.09976378,LAKE GNOTUK,LAKE GNOTUK @ CAMPERDOWN,grey,,,,,,
234608,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.26084242,143.09852834,LAKE BULLEN MERRI,LAKE BULLEM MERRI @ CAMPERDOWN (SOUTH END),grey,,,,,,
234609,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-37.97801384,143.284288,LAKE TOOLIOROOK,LAKE TOOLIOROOK @ LISMORE,grey,,,,,,
234610,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.14164518,143.10546843,LAKE BOOKAR,LAKE BOOKAR @ CAMPERDOWN,grey,,,,,,
234611,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.17123599,143.21381004,LAKE KARIAH,LAKE KARIAH @ CAMPERDOWN,grey,,,,,,
234612,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.32333333,143.6116667,LAKE COLAC,LAKE COLAC @ COLAC,grey,,,,,,
234614,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.016667,143.733333,UNNAMED SWAMP GEGGIE,UNNAMED SWAMP @ GEGGIE RD NTH OF MT REBECCA,grey,,,,,,
234615,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.15,143.616667,,LAKE CUNDARE @ SOUTH SHORE,grey,,,,,,
234616,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.27669768,143.62005021,LK. COLAC @ MEREDITH,LAKE COLAC (H.G.) @ MEREDITH PARK,grey,,,,,,
234617,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.308871405,143.572846464,LAKE COLAC,LAKE COLAC (H.G.) AT COLAC TOWNSHIP,grey,,,,,,
234700,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.1167619,143.72038795,WOADY YALOAK,WOADY YALOAK CHANNEL @ 7 MILE 37 CHAIN MEASURING WEIR,grey,,,,,,
234701,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.27652836,143.6211757,LK. COLAC O/FALL,LAKE COLAC OUTFALL @ MEREDITH PARK,grey,,,,,,
234801,WEB_SW,B_234_LAKEC,234-Lake Corangamite,-38.33884,143.59028,R.G. COLAC,RAINGAUGE (LAKE COLAC) @ COLAC,grey,,,,,0.0,20221017090000
235200,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.55833333,143.395,CARLISLE @ CARLISLE,CARLISLE RIVER @ CARLISLE RIVER,grey,,,,,,
235201,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.475,142.9416667,CURDIE @ TIMBOON,CURDIES RIVER @ TIMBOON,grey,,,,,,
235202,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.56284937,143.65634816,GELLIBRAND @ GELLI.,GELLIBRAND RIVER @ UPPER GELLIBRAND,grey,,,,,,
235203,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.44498055,142.9601945,CURDIES @ CURDIE,CURDIES RIVER @ CURDIE,purple,2.233,20221017090000,1092.7,20221017090000,0.0,20221017090000
235204,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.6548305,143.52918148,LITTLE AIRE @ BEECH,LITTLE AIRE CREEK @ BEECH FOREST,grey,,,,,,
235205,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.63955922,143.44313969,ARKINS @ WYELANGTA,ARKINS CREEK WEST BRANCH @ WYELANGTA,grey,,,,,,
235206,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.645,143.4183333,SANDY CREEK LEFT,SANDY CREEK (LEFT BRANCH) @ WYELANGTA,grey,,,,,,
235207,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.65166667,143.4183333,SANDY CK @ WYELANGTA,SANDY CREEK (RIGHT BRANCH) @ WYELANGTA,grey,,,,,,
235208,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.585,143.3283333,GELLIBRAND @CARLISLE,GELLIBRAND RIVER @ CARLISLE,grey,,,,,,
235209,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.66849499,143.58127493,AIRE @ BEECH FOREST,AIRE RIVER @ BEECH FOREST,grey,,,,,,
235210,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.5337127,143.54439882,LARDNER @ GELLIBRAND,LARDNER CREEK @ GELLIBRAND,blue,1.157,20221017060000,148.3,20221017060000,,
235211,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.58909395,143.2565402,KENNEDYS @ KENNEDYS,KENNEDYS CREEK @ KENNEDYS CREEK,purple,2.049,20221017090000,471.1,20221017090000,0.0,20221017090000
235212,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.63166667,143.3233333,CHAPPLE @ CHAPPLE,CHAPPLE CREEK @ CHAPPLE VALE,grey,,,,,,
235213,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.64166667,143.3066667,SKINNER @ CHAPPLE V,SKINNER CREEK @ CHAPPLE VALE,grey,,,,,,
235214,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.72833333,143.63,BARHAM EAST @ APOLLO,BARHAM RIVER EAST BRANCH @ APOLLO BAY,grey,,,,,,
235215,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.54166667,143.0783333,CORRIEMUNGLE CREEK,COORIEMUNGLE CREEK @ COORIEMUNGLE,grey,,,,,,
235216,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.57254132,143.94718864,CUMBERLAND @ LORNE,CUMBERLAND RIVER @ LORNE,grey,0.504,20221017090000,107.7,20221017090000,,
235219,WEB_SW,B_235_OTWAY,235-Otway Coast Basin,-38.7031718,143.47729189,AIRE @ WYELANGTA,AIRE RIVER @ WYELANGTA,grey,,,,,,
