name,bom_stn_num
Warrill Ck at Churchbank Weir #,540316
Warrill Ck at Churchbank Weir *,540217
Warrill Ck at Greens Rd Amberley #,540180
Warrill Ck at Amberley DNRM #,540505
Warrill Ck at Amberley DNRM *,40816
Purga Ck at Peak Crossing #,540065
Purga Ck at Loamside #,540062
Purga Ck at Loamside *,540210
Bremer R at Berrys Lagoon #,540502
Bremer R at Berrys Lagoon - B #,540550
Bremer R at Berrys Lagoon *,540216
Bremer R at One Mile Br #,40836
Bremer R at Hancocks Br Brassall #,540250
Bremer R at Ipswich #,40831
Brisbane R at Moggill-1 #,40812
Brisbane R at Moggill-2 #,540200
Brisbane R at Aitchenson St East #,540201
Brisbane R at Goodna #,540670
Brisbane R at Boat Ramp Park #,540682
Brisbane R at Jindalee Br #,540192
Brisbane R at St Lucia #,540683
Brisbane R at Port Office #,540684
Brisbane R at City Gauge #,540198
Brisbane R at Hawthorne #,540685
Moreton Bay at Whyte Island #,540495
Deebing Ck at Churchill #,540248
Bundamba Ck at James Ivory Br #,540727
Bundamba Ck at Harding St #,40873
Bundamba Ck at Blackstone Br #,40872
Bundamba Ck at Bundamba School #,40875
Six Mile Ck at Redbank Plains Rd #,540664
Goodna Ck at Collingwood Park #,540672
Woogaroo Ck Bellbird Pk(Eugene St)#,540728
Woogaroo Ck at Brisbane Rd Goodna #,40874
Wolston Ck at Sumner #,540378
Oxley Ck at New Beith Rd Greenbank#,540097
Oxley Ck at New Beith Rd Greenbank*,40719
Oxley Ck at Goodna Rd #,540646
Oxley Ck at Johnson Road #,40788
Oxley Ck at Beatty Rd Archerfield #,40796
Blunder Ck at King Ave Durack #,40789
Stable Swamp Ck at Marshall Rd #,540432
Oxley Ck at Corinda High #,540071
Rocky Waterholes at Muriel Ave #,540433
Oxley Ck Mouth #,540274
Norman Ck at Joachim St Holland Pk#,540134
Norman Ck Caswell St  E Brisbane #,540132
Bulimba Ck at Greenwood St Wishart#,540127
Bulimba Ck Old C'land Rd Carindale#,540128
Bulimba Ck at Doughboy Pde Hemmant#,540129
Lota Ck at Rickertt Rd Ransome #,540279
Wynnum Ck at Byrneside St Wynnum #,540278
Pullen Pullen Ck Pinjarra Rd #,540296
Gold Ck Reservoir #,540107
Gold Ck Reservoir *,540609
Moggill Ck at Fortrose St Kenmore #,540061
Moggill Ck at Upper Brookfield *,40813
Enoggera Reservoir #,540119
Enoggera Reservoir *,540604
Ithaca Ck at Bardon Detention #,540784
Ithaca Ck at Lugg St #,540799
Ithaca Ck at Jason St Ithaca *,540500
Enoggera Ck at Bancroft Pk K Grove#,540118
Breakfast Ck at Bowen Hills Rail #,540130
Breakfast Ck Mouth #,540286
Kedron Bk at Osborne Rd Mitchelton#,540111
Kedron Bk at McCord St #,540478
Kedron Bk at Nudgee Rd Toombul #,540548
Pound Ck at Hendra #,540469
Cannery Ck at Crockford St #,540468
Zillman Waterhole at F.Sleeman Pk #,540431
Downfall Ck Brickyard Rd Geebung #,540120
Downfall Ck at Everton Park #,540636
Cabbage Tree Ck at Old N'n Rd #,540121
Lt Cabbage Tree Ck Stringybark Dr #,540113
Cabbage Tree Ck at Pineapple St #,540122
Cabbage Tree Ck at Braun St Deagon#,540124
Cedar Ck at Cedar Ck Rd *,540444
Sth Pine River at Samford Valley #,540739
Samford Ck at Samford Village #,540416
S Pine R at Drapers Crossing #,540205
S Pine R at Drapers Crossing *,540398
South Pine R at Eatons Hill *,540794
South Pine R at Gympie Rd #,540625
Terrors Ck at Dayboro #,540628
North Pine R at Dayboro #,540484
North Pine R at Dayboro *,540442
Kobble Ck at Mt Samson Rd #,540483
Kobble Ck at Mt Samson Rd *,540443
N Pine R at North Pine Dam-1 #,540202
N Pine R at North Pine Dam-2 #,540277
Sideling Ck at L Kurwongbah #,540204
Sideling Ck at L Kurwongbah *,540605
North Pine R at Youngs Crossing #,540412
Todds Gully at Lawnton (Todds Rd) #,540562
North Pine R at Lawnton #,540439
Four Mile Ck at John Bray Park#,540413
Freshwater Ck at Kallangur #,540658
Saltwater Ck at Lipscombe Rd #,540445
Saltwater Ck at Major St AL #,540741
Saltwater Ck at Rothwell #,540659
Shorncliffe Tide *,540762
Scarborough Tide *,540730
Burpengary Ck at Oakey Flat Rd #,540508
Burpengary Ck at Rowley Rd #,540245
Burpengary Ck at Mathew Cr #,540619
Burpengary Ck at Dale St #,540242
Little Burpengary Ck at Creek Rd #,540623
Caboolture R at Hausmann Lane *,540208
Wararba Ck at Wamuran #,540244
Wararba Ck at Wamuran (Eureka Ct)*,540793
Caboolture R at Caboolture WTP #,540243
Caboolture R at Short St #,540660
Sheep Station Ck at Morayfield #,540542
Lagoon Ck at Moodlu (Williams Rd) #,540557
Lagoon Ck at Machinery Pde #,540736
King John Ck at Beerburrum Rd *,540773
King John Ck at Pumicestone Rd #,540561
King Johns Ck at Bribie Is Rd #,540627
Caboolture R at Riversleigh Rd #,540558
Caboolture R at St Smith Rd AL#,540740
Beachmere #,540496
Elimbah Ck at Donnybrook Rd #,540635
Ewen Maddock Dam *,540603
Mooloolah R at Jordan St #,540344
Mooloolah R at Palmview #,540350
Mountain Ck at Tanawha #,540421
Mountain Ck at Dixon Rd #,540220
Mooloolaba Tide #,540347
Mooloolaba Tide *,540037
Lamerough Ck at Koala Court #,540764
Golden Beach #,540448
Golden Beach Tide *,540761
Bells Ck North #,540781
Bells Ck South #,540782
Coochin Ck at Old Gympie Rd #,540342
Coochin Ck at Beerwah #,540343
Coonowrin Ck at Glasshouse Mts #,540536
Coochin Ck at Mawsons Rd #,540533
Coochin Ck at Mawsons Rd *,540401
N Maroochy R at Eumundi #,540093
N Maroochy R at Eumundi *,540052
Rocky Ck at Cooloolabin Dam #,540460
Rocky Ck at Cooloolabin Dam *,540608
S Maroochy R at Wappa Dam #,540462
S Maroochy R at Wappa Dam *,540616
S Maroochy R at Kiamba #,540089
S Maroochy R at Kiamba *,540263
Poona Dam #,540461
Poona Dam *,540617
S Maroochy R at Yandina #,540092
S Maroochy R at Yandina *,540265
Maroochy R at Dunethin Rock #,540095
Yandina Ck at Yandina Ck #,540223
Doonan Ck at Doonan Creek #,540218
Doonan Ck at Coolum West #,540499
Maroochy R at Stoney Wharf Rd #,540424
Petrie Ck at West Woombye #,540419
Petrie Ck at Warana Br #,540088
Paynter Ck at Palmwoods Oval #,540420
Paynter Ck at Diddillibah #,540083
Petrie Ck at Bli Bli #,540506
Eudlo Ck at Eudlo #,540222
Eudlo Ck at Kiels Mountain #,540087
Maroochy R at Picnic Point #,540094
Teewah Ck at Coops Corner *,540209
Teewah Ck at Coops Corner #,540532
Kin Kin Ck at Wahpunga Ln #,540774
L Cootharaba at Boreen Point #,540308
Noosa R at Tewantin #,540310
Noosa R at Noosa Bar #,540311
Obi Obi Ck at Gardners Falls *,540403
Obi Obi Ck at Baroon Pocket Dam #,540426
Mary R at Conondale #,540620
Mary R at Bellbird Ck #,540332
Mary R at Bellbird Ck *,40830
Mary R at Kenilworth H/S #,540331
Mary R at Moy Pocket #,540330
Mary R at Moy Pocket *,40814
Yabba Ck at Borumba Dam HW #,540575
Yabba Ck at Borumba Dam TW *,540514
Yabba Ck at Imbil #,40777
Kandanga Ck at Hygait *,40780
Amamoor Ck at Zachariah *,40778
Mary R at Dagun Pocket #,540569
Mary R at Dagun Pocket *,40781
Cooroy Ck at Cooroy (Garnet St) #,540779
Six Mile Ck at Cooroy (Elm St) #,540778
Six Mile Ck at Liane Drv #,540777
Six Mile Ck at Lake MacDonald Dr #,540327
Six Mile Ck at Lake MacDonald Dam *,540755
Cooroora Ck at Pomona (Hill St) #,540775
Six Mile Ck at Cooran #,540326
Six Mile Ck at Cooran *,40782
Deep Ck at Cedar Pocket Dam HW #,540476
Deep Ck at Cedar Pocket Dam HW *,540572
Deep Ck at Cedar Pocket Dam TW *,540618
Mary R at Gympie Weir *,540215
Mary R at Gympie #,40993
Mary R at Fishermans Pocket *,40824
Glastonbury Ck at Glastonbury *,540404
Wide Bay Ck at Kilkivan *,40811
Wide Bay Ck at Brooyar *,540043
Mary R at Sexton #,540687
Mary R at Miva *,40826
Munna Ck at Marodian *,40825
Mary R at Home Park *,40833
Mary R at Tiaro #,540706
Mary R at Owanyilla #,540686
Mary R at The Barrage *,540039
Tinana Ck at Tagigan Rd *,540288
Tinana Ck at Bauple East *,40679
Tinana Ck at Magnolia #,540678
Tinana Ck at Teddington Weir *,40896
Tinana Ck at Bidwell #,540677
Tinana Ck at Tinana Barrage *,540027
Mary R at Portside #,540708
Mary R at Churchill St #,540637
Bunya Ck at Booral Rd #,540452
Black Swamp Ck at Maryborough Rd #,540450
Burrum R at Howard #,40907
Burrum R at Walls Camp #,540792
Cherwell R at Railway Br #,40904
Cherwell R at Pacific Haven #,40903
Isis R at Bruce Hwy *,540076
Gregory R at Childers Rd *,539061
Gregory R at Leesons *,539103
Elliott R at Dr Mays Crossing *,539060
Urangan Boat Harbour Tide *,540036
Three Moon Ck at Cania Dam HW #,539182
Three Moon Ck at Cania Dam HW *,539092
Three Moon Ck at Cania Dam TW *,539114
Monal Ck at Upper Monal *,539044
Monal Ck at Upper Monal #,539202
Three Moon Ck at Monto *,539040
Three Moon Ck at Abercorn *,39319
Splinter Ck at Dakiel *,539088
Splinter Ck at Stewarts Br #,539201
Burnett R at Yarrol *,539039
Burnett R at Yarrol #,539204
Eastern Ck at Lands End *,539052
Burnett R at John Goleby Weir *,539035
Burnett R at Ceratodus *,39318
Nogo R at Wuruma Dam HW *,539051
Nogo R at Wuruma Dam HW #,539203
Nogo R at Wuruma Dam TW *,539074
Burnett R at Eidsvold #,539189
Burnett R at Eidsvold *,39321
Burnett R at Marriages *,39324
St John Creek at Coonambula #,539257
Auburn R at Dykehead #,539188
Auburn R at Dykehead *,539037
Cadarga Ck at Brovinia #,539181
Cadarga Ck at Brovinia *,539042
Auburn R at Flagstone Br #,539190
Boyne R at Carters *,540056
Stuart R at Weens Br *,540231
Stuart R at Proston *,540055
Boyne R at Boondooma Dam *,540262
Boyne R at Cooranga #,539184
Boyne R at Cooranga *,539069
Boyne R at Derra *,539038
Boyne R at Derra #,539187
Burnett R at Jones Weir TW *,39320
Reid Ck *,539055
Reid Ck #,539200
Reid Ck at Dalgangal Rd #,539186
Burnett R at Wharton Weir *,539049
Burnett R at Gayndah Flume *,39323
Burnett R at Gayndah Flume #,539191
Barker Ck at Glenmore *,540042
Barker Ck at Bjelke-Petersen Dam *,540053
Barambah Ck at West Barambah *,540025
Barambah Ck at Litzows *,40834
Barambah Ck at Joe Sippel Weir HW *,540362
Barambah Ck at Joe Sippel Weir TW *,540361
Barambah Ck at Cherbourg *,540679
Barambah Ck at Ficks Crossing *,540077
Barambah Ck at Silverleaf Weir HW *,539077
Barambah Ck at Stonelands *,40837
Boonara Ck at Ettiewyn *,540075
Barambah Ck at Ban Ban *,40827
Barambah Ck at Ban Ban #,540696
Burnett R at Mt Lawless *,39193
Burnett R at Mt Lawless #,539151
Burnett R at Paradise Dam HW *,539108
Burnett R at Fig Tree *,539021
Burnett R at Fig Tree #,539148
Degilbo Ck at Coringa #,539146
Degilbo Ck at Coringa *,539045
Perry R at Perry River Br #,539231
Burnett R at Walla *,39313
Burnett R at Walla-B #,39258
St Agnes Ck at Walla Rd #,539215
Burnett R at Ned Churchward WeirHW*,539089
Burnett R at Ned Churchward WeirHW#,539149
Burnett R at Ned Churchward WeirTW*,539096
Germanbulyan Ck at Bungadoo #,539262
Cherry Ck at Givelda (LenihansRd)#,539261
Pine Ck at Pine Ck Rd #,539263
Burnett R at Woongarra PS *,539058
Burnett R at Bundaberg #,39352
Saltwater Ck at Barolin St #,539260
Bundaberg Ck at Ford St #,539143
Burnett R at Port Bundaberg Tide *,539093
Burnett Hds Jetty Tide *,539076
Kolan R at Molangul Xing *,539255
Kolan R at Springfield *,539048
Kolan R at Springfield #,539214
Kolan R at Fred Haigh Dam HW *,539050
Kolan R at Fred Haigh Dam HW #,539207
Gin Gin Ck at Duckpond Rd #,539206
Gin Gin Ck u/s Gin Gin *,539046
Gin Gin Ck u/s Gin Gin #,539210
Kolan R at Bucca Weir #,539205
Kolan R at Bucca Weir *,539047
Hermans Gully at Bucca Rd #,539265
Stony Ck at Bucca Rd #,539264
Kolan R at Gooburrum Pump Stn #,539211
Kolan R at Gooburrum Pump Stn *,539091
Baffle Ck at Essendean Bridge #,539126
Oyster Ck at Rapleys *,539118
Oyster Ck at Rapleys #,539142
Euleilah Ck at Hills Rd #,539135
Baffle Ck at Barnetts Rd #,539136
Mullet Ck at Rosedale Rd *,539256
Boyne R at Nagoorin #,539129
Boyne R at Milton #,539140
Boyne R at Benaraby #,539125
Boyne R at Boyne Island #,539134
Gladstone Tide *,539032
Calliope R at Castlehope *,539072
Leixlip Ck at Stowe Rd #,539227
Dawson R at Utopia Downs *,535032
Eurombah Ck at Brookfield *,535111
Dawson R at Tarana Crossing #,535142
Juandah Ck at Windamere *,535013
Dawson R at Taroom *,35282
Robinson Ck at Broadmere *,535055
Palm Tree Ck at La Palma *,535049
Dawson R at Glebe Weir HW *,535044
Dawson R at Glebe Weir TW *,535045
Dawson R at Gyranda Weir *,539070
Dawson R at Isla-Delusion Xing *,539065
Dawson R at Isla-Delusion Xing #,539164
Castle Ck at Defence Rd #,539172
Dawson R at Theodore Weir *,535110
Dawson R at Woodleigh *,539043
Dawson R at Moura Weir *,539081
Mimosa Ck at Redcliffe *,535021
Mimosa Creek at Redcliffe #,535216
Roundstone Ck at Dawson Highway *,535050
Mimosa Ck at Karamea #,535124
Dawson R at Bindaree *,539095
Dawson R at Baralaba HW *,539080
Dawson R at Baralaba TW *,539079
Dawson R at Beckers *,535015
Kroombit Ck at Kroombit Dam HW #,539241
Kroombit Ck at Kroombit Dam HW *,539112
Kroombit Ck at Kroombit Dam TW *,539083
Kroombit Ck at Biloela #,539232
South Kariboe Ck at Pump Station #,539248
South Kariboe Ck at Pump Station *,539106
Grevillea Ck at Folding Hills *,539105
Grevillea Ck at Folding Hills #,539238
Prospect Ck at Red Hill #,539247
Prospect Ck at Red Hill *,539100
Callide Ck at Callide Dam Inflow *,539111
Callide Ck at Callide Dam Inflow #,539236
Callide Ck at Callide Dam HW *,539071
Callide Ck at Callide Dam HW #,539235
Callide Ck at Linkes Causeway *,539110
Callide Ck at Linkes Causeway #,539244
Callide Ck at Jambin #,539240
Bell Ck at Craiglands *,539107
Bell Ck at Craiglands #,539237
Callide Ck at Goovigen *,539068
Callide Ck at Goovigen #,539239
Don R at Kingsborough *,539062
Dairy Ck *,539102
Dee R at Kenbula *,539056
Dee R at Wura *,539016
Dee R at Dululu *,539219
Don R at Rannes *,539057
Dawson R at Boolburra *,39008
Arcadia Ck at Arcadia Valley #,535200
Carnarvon Ck at Rewan *,535054
Carnarvon Ck at Rewan #,535202
Brown R at Lake Brown *,535052
Brown R at Lake Brown #,535183
Comet R at The Crescent #,535108
Rocky Ck at Consuelo #,535180
Panorama Ck at Mt Panorama #,535107
Comet R at Rolleston #,535109
Panorama Ck at Dawson Hwy #,535214
Comet R at The Lake #,535090
Comet R at The Lake *,535010
Comet R at Springsure Ck Junction #,35276
Comet R at Springsure Ck Junction *,535056
Comet R at Comet Weir #,535094
Comet R at Comet Weir *,535025
Nogoa R at Petrona #,535125
Nogoa R at Raymond #,535099
Van Dyke Ck at Van Dyke #,535106
Nogoa R at Glenlee #,535153
Medway Ck at Medway #,535178
Medway Ck at Serpentine #,535154
Nogoa R at Craigmore #,35251
Nogoa R at Craigmore *,535029
Borilla Ck at Glendon Rd #,535175
Nogoa R at Fairbairn Dam HW *,535019
Nogoa R at Emerald #,535076
Theresa Ck at Dam Site T/W *,535162
Sandy Ck at Clermont *,535028
Sandy Ck at Clermont Bridge *,535103
Douglas Ck at Clermont-Rubyvale Rd*,535160
Theresa Ck at Valeria #,35187
Theresa Ck at Valeria *,535018
Retreat Ck at Keilambete #,535114
Retreat Ck at Sapphire #,535100
Policemans Ck at Rubyvale #,535077
Theresa Ck at Gregory Highway #,535098
Theresa Ck at Gregory Highway *,535017
Nogoa R at Duckponds #,535097
Nogoa R at Duckponds *,535020
Mackenzie R at Rileys Crossing #,535095
Mackenzie R at Rileys Crossing *,535046
Mackenzie R at Bedford Weir HW *,535027
Mackenzie R at Bedford Weir TW #,535096
Mackenzie R at Bedford Weir TW *,535026
Mackenzie R at Bingegang Weir HW *,535023
Mackenzie R at Bingegang Weir HW #,35295
Mackenzie R at Bingegang Weir TW *,535022
Mackenzie R at Tartrus #,534043
Mackenzie R at Tartrus *,34096
Mackenzie R at Coolmaringa *,535163
Mackenzie R at Coolmaringa #,535173
Mackenzie R at Foleyvale #,535113
Isaac R at Peak Downs Hwy *,534026
Isaac R at Deverill *,534003
Hughes Ck at Dysart Rd *,534035
Campbell Ck at Convicts Crossing *,534034
Stephens Ck at Golden Mile Rd *,534036
Isaac R at Fitzroy Develop. Rd Br *,534028
Bee Ck at Suttor Dev Rd *,533122
Bee Ck at Peak Downs Hwy *,534027
30 Mile Ck at Peak Downs Hway *,534040
Denison Ck at Braeside *,533030
Prospect Ck at Marlboro-Sarina Rd *,533113
Funnel Ck at Marlb Sarina Rd Br *,533185
Funnel Ck at Main Rd *,534005
Connors R at Mt Bridget *,533091
Connors R at Pink Lagoon *,534004
Connors R at Pink Lagoon #,534044
Lotus Ck at Marlborough-Sarina Rd*,534037
Connors R at Lotus Ck Rd *,534041
Isaac R at Yatton *,534014
Isaac R at Yatton #,534042
Isaac R at May Downs Rd *,534038
Fitzroy R at Riverslea *,39044
Marlborough Ck *,534031
Fitzroy R at The Gap *,33285
Fitzroy R at Wattlebank *,533029
Fitzroy R at South Yaamba *,33310
Fitzroy R at Laurel Bank *,39347
Fitzroy R at Rockhampton *,539258
Neerkol Ck at Stanwell *,539078
Raglan Ck at Old Station *,539101
Port Alma Tide *,539075
Rosslyn Bay Tide *,533085
Waterpark Ck at Byfield *,533110
Sandy Ck at Eton #,533213
Dalrymple Bay Tide *,533010
Nth Sandy Ck at Kinchant Dam *,533124
Sandy Ck at Antoneys Crossing #,533198
Sandy Ck at Homebush *,533031
Bakers Ck at Walkerston #,533142
Bakers Ck at Bakers Creek #,533063
Drainage Channel at Schmidtke Rd#,533205
Drainage Channel at Gateway Dv #,533206
Teemburra Ck at Teemburra Dam TW *,533089
Blacks Ck at Whitefords *,533026
Blacks Ck at Whitefords #,33301
Pioneer R at Sarichs #,33299
Pioneer R at Sarichs *,33282
Finch Hatton Ck at Gorge Road *,533111
Cattle Ck at Finch Hatton #,533059
Cattle Ck at Finch Hatton *,533092
Cattle Ck at Mattie O'Neill Br #,533177
Cattle Ck at Frank Neilsen Br #,33304
Cattle Ck at Frank Neilsen Br *,33281
Pioneer R at Mirani Weir HW *,533069
Pioneer R at Mirani Weir TW *,33277
Pioneer R at Mirani Weir TW #,33302
Pioneer R at Mirani Township #,533178
Pioneer R at Marian Weir *,533125
Pioneer R at Dumbleton Rocks *,33283
Pioneer R at Dumbleton Rocks #,33300
Pioneer R at Dumbleton Weir Tw *,533105
Pioneer R at Hospital Br #,533060
Pioneer R at Mackay #,33303
Outer Harbour Tide #,33305
Outer Harbour Tide *,533009
Shellgrit Ck at Elamang St #,533207
Drainage Channel at Paradise St#,533208
Goosepond Ck at Gooseponds #,533061
Drainage Channel at Baxter Dv #,533204
McCready Ck Sth at Golflinks Rd #,533202
Drainage Channel at McKillop #,533203
McCreadys Ck at Beaconsfield #,533144
Jolimont Ck at Mt Roy *,533099
St Helens Ck at Calen *,533066
O'Connell R at Forbes Road *,533104
O'Connell R at Stafford Crossing *,533098
Andromache R at Jochheims *,533042
Proserpine R at P Faust Dam HW *,533019
Proserpine R at P Faust Dam HW #,533172
Proserpine R at P Faust Dam TW *,33274
Gregory R at Lower Gregory *,533020
Laguna Quays Tide *,533086
Don R at Mt Dangar #,33267
Don R at Reeves *,533013
Don R at Bowen Pump Stn #,33264
Bowen Wharf Tide *,533048
Euri Ck at Koonandah *,533106
Elliott R at Guthalungra *,533033
Burdekin R at Valley of Lagoons *,532103
Burdekin R at Blue Range *,532017
Clarke River *,532135
Burdekin R at Mt Fullstop *,532016
Paluma Dam #,532063
Running R at Mt Bradley *,532086
Burdekin R at Battery Ck *,533210
Star R at Laroona *,533107
Basalt R at Bluff Downs *,530017
Burdekin R at Gainsford *,533096
Keelbottom Ck at Keelbottom *,532085
Burdekin R at Sellheim #,533075
Burdekin R at Sellheim *,533011
Alpha Ck at Rivington #,535296
Native Companion Ck at Zeta #,535146
Native Companion Ck Violet Grove *,535053
Belyando R at Cooinda #,535145
Belyando R at Capricorn Hway *,535164
Belyando R at Clermont-Alpha Rd *,535102
Mistake Ck at Twin Hills *,536008
Eastern Ck at Clermont-Alpha Rd *,536012
Mistake Ck at Laglan Rd *,536013
Belyando R at Belyando Crossing *,536007
Suttor R at Eaglefield *,534016
Logan Ck at Diamond Downs Rd *,534024
Suttor R at St Anns #,534012
Suttor R at St Anns *,534008
Cape R at Taemas #,534010
Cape R at Taemas *,534017
Burdekin R at Burdekin Dam #,34097
Burdekin R at Burdekin Dam *,534001
Burdekin R at Hydro Site *,534013
Broken R at Old Racecourse *,533032
Broken R at Eungella Dam TW*,533162
Broken R at Urannah *,533094
Bowen R at Jacks Ck #,533015
Bowen R at Jacks Ck *,533102
Bowen R at Myuna #,33292
Bowen R at Myuna *,533024
Burdekin R at Dalbeg #,33291
Burdekin R at Dalbeg *,33278
Bogie R at Strathbogie #,33289
Burdekin R at Millaroo #,33287
Burdekin R at Clare Weir *,533090
Burdekin R at Clare #,33286
Burdekin R at Clare *,33279
Plantation Park Crossing at Ayr #,533118
Burdekin R at Inkerman Br #,33288
Dal Santos Crossing at Brandon #,533117
Burdekin R at Rita Island #,533057
Burdekin R at Groper Ck #,533049
Haughton R at Mt Piccaninny *,533027
Haughton R at Mt Piccaninny #,533055
Major Ck upstream Haughton R *,533016
Major Ck upstream Haughton R #,533072
Haughton R at Powerline #,533056
Haughton R at Powerline *,33280
Haughton R at Giru #,533051
Haughton R at Giru Weir *,533161
Barratta Ck at Northcote *,533093
Cape Ferguson Tide *,532005
Alligator Ck #,532034
Alligator Ck *,532051
Whites Ck #,532090
Stuart Ck at Mt Jacks Rd #,532101
Stuart Ck at Bruce Hwy #,532035
Ross R at Ross River Dam #,532020
Ross R at Black Weir (Riverway) #,532030
Ross R at Aplin Weir #,532029
Annandale #,532108
Gordon Creek #,532109
Ross R at Rooneys Bridge #,532088
Aitkenvale #,532111
Mindham Park at Mysterton #,532037
Townsville Harbour Tide *,532004
Townsville Harbour Tide #,532033
Captains Ck at Garbutt #,532106
Louisa Ck #,532032
Lt Bohle R u/s Bohle Junction #,532044
Bohle R at Hervey Range Rd #,532043
Kirwan (Sandstone Dve) #,532112
Bohle R at Dalrymple Rd #,532089
Bohle R at Mt Bohle #,532053
Saunders Ck  at Deeragun #,532105
Stony Ck #,532110
Black R upstream Bruce Hwy *,532055
Black R upstream Bruce Hwy #,532046
Bluewater Ck at Bluewater *,532007
Bluewater Ck at Bluewater #,532048
Rollingstone Ck at Rollingstone #,532091
Blunder Ck at Wooroora *,531060
Return Ck at Crooks Dam HW *,531111
Rudd Ck at Gunnawarra *,531079
Rudd Ck at Gunnawarra #,531081
Cameron Creek *,531078
Herbert R at Gleneagle #,32169
Herbert R at Gleneagle *,532066
Blencoe Ck at Blencoe Falls *,532080
Herbert R at Nashs Crossing #,32170
Herbert R at Zattas #,32184
Gowrie Ck at Gowrie Ck *,532010
Herbert R at Abergowrie #,32174
Herbert R at Abergowrie *,532006
Herbert R at Abergowrie Br #,532028
Stone R at Running Ck *,532011
Stone R at Peacock Siding #,32173
Herbert R at Trebonne #,532067
Herbert R at Ingham Pump Stn #,32171
Herbert R at Ingham Pump Stn *,532012
Herbert R at Gairloch (Auto) #,532027
Herbert R at Halifax #,32185
Lucinda Pt Tide *,532019
Meunga Ck at Meunga Ck #,532065
Meunga Ck at Sings Farm *,532096
Cardwell Tide *,532003
Cardwell Tide #,532113
Murray R at Upper Murray *,32109
Murray R at Upper Murray #,532061
Tully R at Tully Gorge *,531085
Tully R at Tully Gorge #,531104
Tully R at Bolinda Estate #,531057
Tully R at Euramo *,32167
Tully R at Euramo #,532059
Clump Point Tide *,532002
N Johnstone R at Glen Allyn #,531103
N Johnstone R at Glen Allyn *,531084
Rankin Ck at Ross's *,532092
Fisher Ck at Nerada *,532070
N Johnstone R at Tung Oil *,32152
N Johnstone R at Tung Oil #,32166
N Johnstone R at McAvoy Br #,532023
S Johnstone R at Corsis #,32161
S Johnstone R at Central Mill *,32155
S Johnstone R at Central Mill #,32160
S Johnstone R at Mourilyan Mill #,532025
Sweeney Ck at Sweeney Ck U/S #,532009
Sweeney Ck at Sweeney Ck D/S #,532013
Johnstone R at Innisfail  #,32163
Mourilyan Harbour Tide *,532018
Liverpool Ck at Japoonvale #,532116
Liverpool Ck at Japoonvale *,531026
Liverpool Ck at Silkwood *,532093
Mulgrave R at The Fisheries *,531046
Mulgrave R at The Fisheries #,531076
Mulgrave R at Peets Bridge *,531023
Mulgrave R at Peets Bridge #,531052
Mulgrave R at Gordonvale #,531051
Russell R at Bucklands *,531024
Babinda Ck at The Boulders *,531022
Russell R at Clyde Rd #,531074
Barron R at Goonara Creek *,531064
Gwynne Ck at Schoorls *,531070
Leslie Ck at Barron Junction *,531028
Barron R at Picnic Crossing *,531066
Peterson Ck at Railway Bridge *,531098
Mazlin Ck at Rail Bridge *,531065
Barron R at Tinaroo Dam *,531017
Barron R at Tinaroo Dam TW *,531030
Barron R at Mareeba *,31188
Barron R at Mareeba #,531033
Barron R at Bilwon *,531019
Barron R at Bilwon #,531036
Clohesy R at Bolton Road #,531037
Flaggy Ck at Flaggy Ck *,531027
Flaggy Ck at Flaggy Ck #,531039
Barron R at Myola *,31173
Barron R at Myola #,531040
Barron R at L Placid #,531041
Barron R at Kamerunga Br #,531048
Freshwater Ck at Redlynch *,531061
Freshwater Ck at Redlynch #,531072
Cairns Harbour Tide #,531050
Cairns Harbour Tide *,531044
Palm Cove Tide *,531089
Port Douglas Tide *,531016
Mossman R at Mossman *,531063
Mossman Tide *,531014
Whyanbeel Ck at Little Falls *,531067
Daintree R at Bairds *,531029
Barratt Ck at Barratt Ck *,531132
Bloomfield R at China Camp *,531071
Annan R at Beesbike *,531062
Little Annan R at Mulligan Hway *,531113
Endeavour R at Flaggy *,531069
Cooktown Tide *,531013
Condamine R at Killarney #,41537
Condamine R at Elbow Valley *,41494
Emu Ck at Emu Vale *,541035
Condamine R at Murrays Br #,41536
Condamine R at Harrisons Rd #,541137
Swan Ck at Swanfels *,541036
Rosenthal Ck at Connolly Dam #,41532
Condamine R at Warwick Scots Coll *,41503
Condamine R at Warwick #,41534
Campbells Gly at Cunningham Hwy #,541103
Sandy Ck at Leslie Dam HW *,541055
Sandy Ck at Leslie Dam TW *,541037
Glengallan Ck at Rocky Ridge *,541098
Glengallan Ck near Backwater Ck #,41531
Condamine R at Talgai HW *,541049
Condamine R at Talgai TW *,541038
Dalrymple Ck at Goomburra #,541101
Dalrymple Ck at Allora *,41516
Dalrymple Ck at Victoria Hill #,541048
Kings Ck at Aides Br *,41518
Condamine R at Millbrook #,541050
Hodgson Ck at Cambooya *,541170
Canal Ck at Karara #,541142
Canal Ck at Torridon #,541104
Canal Ck at Leyburn *,41514
Condamine R at Tummaville *,41499
Condamine R at Yarramalong *,541040
Condamine R at Centenary Bridge *,541158
Condamine R at Lemon Tree Weir *,541096
North Condamine R at Pampas Br *,541047
North Condamine R at Lone Pine *,541056
Condamine R at Cecil Plains *,41498
Gowrie Ck at Cranley *,541093
Gowrie Ck at Oakey *,541058
Oakey Ck at Boodua Muniganeen Rd *,541148
