Site Id,Site Name,Latitude,Longitude
2122001,Nepean River @ Yarramundi,-33.6236111,150.685
212201,Nepean River At Penrith,-33.74677778,150.6825
212202,Nepean River At Wallacia,-33.86111111,150.6302778
212203,Nepean River At Pheasants Nest Weir,-34.245297,150.667111
212204,Nepean River At Avon Dam Road,-34.327461,150.630042
212205,Nepean River At Nepean Dam,-34.33504622,150.61766618
2122051,Nepean River @ Nepean Dam Iinflow,-34.384667,150.569556
2122052,Burke River At Nepean Dam Inflow,-34.4137,150.595278
212208,Nepean River At Maldon Weir,-34.204280639,150.629183352
212209,Nepean River At Maguires Crossing,-34.477019,150.534097
212210,Avon River @ Avon Weir,-34.339236,150.650347
212211,Avon River @ Avon Dam,-34.35093233,150.64050046
2122111,Avon River @ Summit Tank,-34.511653,150.690361
2122112,Flying Fox No3 Creek @ Upper Avon,-34.459811,150.742569
212212,Glenquarry Cut @  Wingecarribee Storage,-34.540464,150.499086
212213,Nepean River At Mount Hunter Weir,-34.024181,150.658125
212216,Nepean River At Camden Weir,-34.047869,150.703806
212220,Cordeaux River At Cordeaux Dam,-34.33640266,150.74591848
2122201,Goondarrin Creek At Kemira 'D' Cast,-34.392189,150.832839
2122204,Cordeaux River At Cordeaux Dam No 1,-34.422922,150.773717
2122205,Sandy Creek At Fire Rd 15,-34.387042,150.757358
212221,Cordeaux River At Cordeaux Weir,-34.338528,150.731
212230,Cataract River At Broughtons Pass Notch,-34.232036,150.744244
212231,Cataract River At Jordans Crossing,-34.229375,150.756111
212232,Cataract River At Cataract Dam,-34.26558369,150.80355254
2122322,Loddon River At Bulli (Appin Road),-34.285578,150.901237
2122323,Cataract River At Corrimal No.1 (Angels Creek),-34.361155,150.8485
212233,Cataract River At Broughtons Pass Weir,-34.228931,150.743181
2122341,Glenquarry Creek At Alcorns,-34.520614,150.507645
212238,Nepean River At Menangle Weir,-34.117325,150.744278
212241,Warragamba River At Warragamba Weir,-33.87694444,150.6063889
212242,Warragamba Scada Level,-33.883456316,150.594686316
212243,Warragamba River At Warragamba Dam U/S,-33.89111111,150.59111111
212244,Werriberri Ck At Werombi,-33.97944444,150.55916667
212250,Coxs River At Kelpie Point,-33.87124191,150.25401365
2122512,Coxs River At Glenroy Bridge,-33.54499967,150.14055554
2122517,Mittagong Creek At Bowral Stp D/S,-34.493436,150.393664
2122518,Wollondilly River @ Rossi Weir,-34.73666667,149.67944444
2122520,Whites Creek At D/S Moss Vale Stp,-34.54592,150.33737
212260,Kowmung River At Cedar Ford,-33.94805556,150.24305556
212270,Wollondilly River At Jooriland,-34.22765922,150.25279208
212271,Wollondilly River At Golden Valley,-34.5491667,150.08194475
2122711,Wollondilly River @ Murrays Flat,-34.7213892,149.79305584
2122713,Tarlo River At Towrang,-34.61162,149.88297
212272,Wingecarribee River At Berrima,-34.494975,150.343422
2122725,Mulwarree River At The Towers,-34.78444413,149.69500021
212274,Caalang Ck At Maugers,-34.57719481,150.57755363
212275,Wingecarribee River At Sheepwash Bridge,-34.537392,150.480836
2122791,Gibbergunyah Creek At Welby,-34.443494,150.437458
2122792,Paddy'S River @ Canyonleigh,-34.58349,150.09825
212280,Nattai River At The Causeway,-34.14555579,150.42472465
2122801,Nattai River At The Crags,-34.390727486,150.425280203
2122809,Little River At Fireroad W4I,-34.190097,150.465919
212281,Cascade Creek At Cascade Creek Dam No 1 (Middle),-33.68888912,150.30361152
212282,Cascade Creek At Cascade Creek Dam No 2 (Bottom),-33.68388894,150.30583401
212283,Cascade Creek At Cascade Creek Dam No 3 (Top),-33.69138931,150.30027843
212284,Greaves Creek At Lake Medlow Dam,-33.65861165,150.29916647
212285,Greaves Creek At Greaves Creek Dam,-33.65472266,150.30888921
212286,Woodford Creek At Woodford Creek Dam,-33.70027787,150.48416645
212290,Colo River At Upper Colo,-33.41833333,150.7252778
212291,Grose River At Burralow,-33.61527778,150.6291667
2122996,Tonalli River @ Fire Road W2 (Site No.2),-34.11194467,150.20333359
212320,South Creek @ Elisabeth Drive,-33.87735,150.768594
212404,Nepean River At Castlereagh - Alternate To Yarramundi,-33.6344,150.6765
212406,Hawkesbury River At Sackville Ferry,-33.49306849,150.8820353
212461,Hawkesbury Rv At Leets Vale,-33.42905712,150.9476481
212903,Hawkesbury River At Windsor,-33.60512123,150.81851163
213005,Toongabbie Creek @ Briens Road,-33.800128,150.980839
213009,Prospect Creek @ Smithfield Road,-33.849856,150.944514
213011,Cabramatta Creek @ Orange Grove Road,-33.903847,150.917644
213012,Bunbury Curran Creek @ Railway Parade,-33.978153,150.887356
213013,Bow Bowing Creek @ Redfern Road (Ben Lomond Rd),-34.027042,150.837147
213014,Orphan School Creek @ Sackville Road,-33.882786,150.939028
213018,Georges River At Minto Heights,-34.025278,150.886494
213210,Woronora River At Woronora Dam,-34.10929569,150.93651886
2132101,Woronora River At Fire Rd 9F,-34.150747,150.915892
2132102,Waratah River At Fire Rd No 95,-34.185664,150.943819
213211,Woronora River At The Needles (North Engadine),-34.046561,151.005328
213240,Prospect Reservoir Level,-33.8328508,150.89015837
214003,Macquarie Rivulet At Albion Park,-34.5757,150.7062
214010,Minnamurra River At Browns Lane,-34.6441,150.8062
215014,Bungonia Creek At Bungonia,-34.81954,149.9885
215016,Bomaderry Creek At Bomaderry,-34.8398,150.587
215018,Broughton Mill Creek At Broughton Vale,-34.75695,150.71666
215019,Jaspers Brush Creek At Jaspers Brush,-34.80146701,150.66887467
215207,Shoalhaven River At Fossickers Flat,-34.81921893,150.18212994
215212,Shoalhaven River At Tallowa Dam,-34.77156257,150.315266
2152131,Bundanoon Creek At The Rocks,-34.734489,150.284944
215215,Shoalhaven River Downstream Tallowa Dam,-34.77777778,150.31583333
215216,Shoalhaven River At Grassy Gully No.2,-34.83943446,150.43183171
215217,Bendeela Pondage At Kangaroo Valley Pumping Station,-34.72446969,150.47918828
215219,Kangaroo River At Bendeela Pumping Station,-34.73374249,150.46729893
215220,Kangaroo River At Hampden Bridge,-34.72798991,150.52244073
2152201,Kangaroo River At Oakdale,-34.712767,150.582545
215223,Brogers Creek At Clinton Park,-34.736655,150.590762
215233,Yarrunga Creek At Wildes Meadow,-34.60520243,150.5191395
215234,Yarrunga Creek At Fitzroy Falls,-34.64642328,150.48460859
215235,Yarrunga Creek At Fitzroy Falls Dam,-34.64510627,150.48718997
215240,Nerrimunga Creek @ Minshull Trig,-35.00894327,149.93278944
215430,Shoalhaven Rv At Grady'S Caravan Park,-34.8713777,150.4620985
216004,Currambene Creek At Falls Creek,-34.970169,150.597733
41000207,Muttama Creek At Berthong Road,-34.5956,148.0177
41000254,Jugiong Creek At Cumbamurra No.2,-34.701533,148.5302674
41000269,Brungle Creek At Red Hill No.2,-35.132619,148.255149
410004,Murrumbidgee River At Gundagai,-35.075085742,148.106902393
410008,Murrumbidgee River At D/S Burrinjuck Dam,-35.000997112,148.574237969
410025,Jugiong Creek At Jugiong (Inverlockie),-34.7877,148.377
410026,Yass River At Yass,-34.8352,148.9115
410038,Adjungbilly Creek At Darbalara,-35.0177,148.2469
410039,Tumut River At Brungle Bridge,-35.1216,148.2057
410044,Muttama Creek At Coolac,-34.9304,148.1628
410047,Tarcutta Creek At Old Borambola,-35.1623,147.6555
410068,Murrumbidgee River At Glendale,-34.90940783,148.550879079
410090,Yass River At Gundaroo,-35.0653,149.2642
410092,Cunninghams Creek At Near Harden,-34.616,148.3701
410107,Mountain Creek At Mountain Creek,-35.026,148.8323
410112,Jindalee Creek At Jindalee,-34.5746,148.0889
410131,Murrumbidgee River At Burrinjuck Dam - Storage Gauge,-35.0,148.5989
410143,Murrumbidgee River At Eringoarrah,-35.0772,147.6868
410152,Stony Creek At Edwardstown,-35.1362,148.111
410160,Williams Creek At White Hill,-34.9535,149.1886
410176,Yass River At U/S Burrinjuck Dam (Riverview),-34.8633,148.7931
410195,Murrumbidgee River At Upstream Gobarralong Bridge,-34.986090378,148.250078186
410777,Murrumbidgee River At Hall'S Crossing,-35.13136111,148.94475
412002,Lachlan River At Cowra,-33.833,148.6839
41200208,Crowther Creek At Watervale,-33.88461585,148.60655355
41200209,Abercrombie River At Abercrombie No.2,-33.956499,149.315944
41200210,Cooksvale Creek At Upper-Montana,-34.043563,149.418045
412004,Lachlan River At Forbes (Cottons Weir),-33.410809038,147.991050384
412010,Wyangala Dam At Storage Gauge,-33.9688,148.9517
412027,Lachlan River At Reids Flat,-34.129803,149.020018
412029,Boorowa River At Prossers Crossing,-34.14253,148.811316
412030,Mandagery Creek Upstream Eugowra (Smithfield),-33.37597,148.44379
412033,Belubula River At Helensholme,-33.583482,148.482441
412036,Lachlan River D/S Jemalong Weir,-33.398997,147.774991
412050,Crookwell River At Narrawa North,-34.310902,149.167286
412056,Belubula River At The Needles,-33.58,148.8481
412057,Lachlan River At Nanami,-33.5739,148.4181
412065,Lachlan River At Narrawa,-34.397285,149.090731
412066,Abercrombie River At Hadley No.2,-34.113897,149.596721
412067,Lachlan River Downstream Wyangala Dam,-33.982508,148.935836
412077,Belubula River At Carcoar,-33.614572,149.144915
412080,Flyers Creek At Beneree,-33.5111,149.0415
412100,Jemalong Main Canal At Offtake,-33.39993,147.775358
412106,Belubula River At Carcoar Dam-Storage Gauge,-33.6179,149.1776
412134,Wattle Creek At Dudauman,-34.5955,147.8659
412139,Mandagery Creek At Glenayr,-33.36868261,148.592849267
412141,Lachlan River At Mulyandry Creek,-33.471276,148.205882
412172,Lachlan River At Jemalong Weir - Storage Gauge,-33.3999,147.776
412175,Hovells Creek At Hovells Creek No.2,-34.003677,148.872607
412195,Belubula River At Lyndon ( Upstream Canowindra),-33.57694444,148.67527778
412901,Lachlan River At Forbes Iron Bridge,-33.402512806,148.019464796
420112,Wingecarribee Dam Wall Leve And Wq,-34.539617,150.484435
421051,Blackmans Swamp Creek Near Orange,-33.263797,149.129233
421185,Summer Hill Creek At Icely Road,-33.303052,149.152775
421186,Ploughmans Creek At Downstream Molong Road,-33.256828,149.076455
421188,Duckmaloi River At Weir Spillway,-33.75322792,149.92898922
421189,Fish River At Oberon Dam - Storage Gauge,-33.72500784,149.86464643
421196,Outflow Downstream Of Suma Park Dam,-33.2702117,149.1442736
421201,Oberon Centroid Weather Station (Shooters Hill),-33.835273449,149.855910032
567069,Eastern Creek D/S Great Western Hwy (Bom),-33.788881,150.861956
568295,Tbrg Lakesland Road,-34.182256,150.551728
568296,Tbrg Thurns Road,-34.145047,150.645806
573015,Mundarlo Tbrg At Mundarlo Road,-35.08847,147.86006
573016,Adjungbilly Tbrg At Parson Creek Road,-35.05079804,148.41450939
210006,Goulburn River At Coggan,-32.3444,150.1013
212018,Capertee River At Glen Davis,-33.121,150.2806
41000281,Murrumbidgee River At Carrathool Bridge,-34.44597,145.419212
41000282,Mirrool Creek At Barellan Road,-34.334717,146.577569
41000283,Mirrool Creek At East Mirrool Regulator,-34.334717,146.251783
410005,Murrumbidgee River At Narrandera,-34.755169141,146.548534012
410007,Yanco Creek At Offtake,-34.7061,146.4094
410021,Murrumbidgee River At Darlington Point,-34.5664,146.0027
410036,Murrumbidgee River At Downstream Yanco Weir,-34.6953,146.4007
410082,Murrumbidgee River At Downstream Gogeldrie Weir,-34.6151,146.2562
41010922,Murrumbidgee River At Gogeldrie Weir - Storage Gauge,-34.6165,146.2579
41010928,Murrumbidgee River At Hay Weir - Storage Gauge,-34.5252,144.7116
41010969,Inlet Channel At Upstream Tombullen Storage,-34.6493,146.1692
41010970,Tombullen Creek At Downstream Tombullen Weir Outlet,-34.6461,146.1371
41010971,Tombullen Creek At Tombullen Weir - Storage Gauge,-34.6455,146.1365
41010981,Murrumbidgee River At Yanco Weir - Storage Gauge,-34.703,146.4176
410128,Coleambally Canal At Offtake,-34.6306,146.2801
410136,Murrumbidgee River At Downstream Hay Weir,-34.5247,144.7111
410138,Main Canal At D/S Bundidgerry Regulator,-34.7674,146.633
410190,Main Canal At Bundidgerry Regulator - Storage Gauge,-34.767,146.634
41200216,Outflow Inner Eastern At Lake Brewster,-33.46409217,145.9607861
412005,Lachlan River At Booligal,-33.8695,144.8811
412006,Lachlan River At Condobolin Bridge,-33.091,147.1482
412008,Lake Creek At Lake Cargelligo Outlet,-33.2431,146.4058
412011,Lachlan River At Lake Cargelligo Weir,-33.201,146.4532
412012,Willandra Creek At Road Bridge,-33.345664,145.879248
412014,Goobang Creek At Condobolin,-33.0837,147.1627
412016,Wallamundry Creek At Offtake Island Creek,-33.2271,147.3253
412017,Bumbuggan Creek At Offtake,-33.2262,147.4595
412023,Island Creek At Fairholme,-33.2775,147.3814
412024,Lachlan River At Mulgutherie,-33.2267,147.4584
412038,Lachlan River U/S Willandra Weir,-33.348326,145.87524
412039,Lachlan River At Hillston Weir,-33.4873,145.504
412042,Willandra Creek At Willandra Homestead,-33.197765,145.123197
412046,Wallaroi Creek Upstream Worrongorra Weir,-33.1029549,146.84718226
412047,Bensons Drop Weir Downstream Lake Brewster Outlet,-33.3824,145.9027
412048,Lachlan River At Lake Brewster Weir,-33.395,145.9863
412078,Lachlan River At Whealbah,-33.6544,145.2488
412101,Lake Cargelligo Intake Upstream Lake Cargelligo Weir,-33.2016,146.4572
41210169,Lachlan River Wetland - Wilga Lagoon,-33.291567,147.482043
41210170,Lachlan River Wetland - Robsar Lagoon,-33.141719,147.252422
412102,Lake Brewster Intake Downstream Lb Weir Pool Regulator,-33.4018,145.9795
412107,Lake Cargelligo At Storage Gauge,-33.30076944,146.37918611
412109,Lake Brewster Conduit Downstream Regulator,-33.3943,145.9849
412122,Merrimajeel Creek At Cobb Highway,-33.7411,144.9208
412124,Muggabah Creek At Cobb Highway,-33.7713,144.926
412129,Merrimajeel Creek At U/S Blockbank,-33.794896,144.856509
412163,Merrowie Creek Downstream Of Offtake Weir,-33.365855,145.601107
412187,Willandra Creek At Yilga,-33.2222,145.5053
412188,Nerathong Creek At Nerathong,-33.101,147.0971
412189,Booberoi Creek At Offtake No.2,-33.0419,146.638
412190,Wallaroi Creek At Wallamundry Creek Offtake,-33.212,147.2373
412192,Booberoi Creek At Return (Cannons Bridge),-33.1859,146.2392
412196,Lachlan River Downstream Ganowlia Weir (Lanes Bridge),-33.37007,145.594398
420004,Castlereagh River At Mendooran,-31.819477,149.117343
420901,Castlereagh River At Lucas Bridge Upstream Gilgandra,-31.811411,148.769606
421001,Macquarie River At Dubbo,-32.269383,148.599083
421003,Macquarie River At Wellington,-32.542658443,148.942357556
421004,Macquarie River At Warren Weir,-31.735,147.8668
421005,Gunningbar Creek At Below Regulator,-31.7399,147.8625
421008,Bell River At Wellington,-32.555627206,148.941377
421018,Bell River At Neurea,-32.678439,148.949181
421019,Cudgegong River At Yamble Bridge,-32.407854,149.334492
421026,Turon River At Sofala,-33.080268,149.690157
421027,Bell River At Gowan Green,-32.802161569,148.979080936
421031,Macquarie River At Gin Gin,-31.908266,148.091153
421039,Bogan River At Neurie Plains,-31.7749,147.1235
421040,Macquarie River At Downstream Burrendong Dam,-32.6332,149.0811
421042,Talbragar River At Elong Elong,-32.091575,149.0666
421048,Little River At Obley No.2,-32.70573141,148.55217925
421050,Bell River At Molong,-33.0309,148.9509
421055,Coolbaggie Creek At Rawsonville,-32.142774,148.456463
421076,Bogan River At Peak Hill No.2,-32.721119,148.129664
421078,Macquarie River At Burrendong Dam - Storage Gauge,-32.6673,149.1115
421079,Cudgegong River At D/S Windamere Dam,-32.708827,149.754571
421083,Bogan River At Dandaloo,-32.275346,147.618871
421127,Macquarie River At Baroona,-32.2114,148.3757
421148,Cudgegong River At Windamere Dam-Storage Gauge,-32.7259,149.7675
421149,Cudgegong River At Rocky Water Hole,-32.6204,149.6418
421150,Cudgegong River At Wilbertree Road,-32.5086,149.57
421176,Little River At Arthurville No. 2,-32.571624,148.724746
421178,Molong Creek At Downstream Borenore Creek,-33.15755556,148.95975
421184,Cudgegong River At Upstream Rylstone,-32.78508803,150.02272768
421191,Macquarie River At Yarracoona,-33.157565,149.490342
421192,Macquarie River Downstream Long Point,-33.015681,149.268093
421194,Talbragar River At Gulambula Bridge,-32.180833,148.738888
421197,Summer Hill Creek At Third Crossing Bridge,-33.211944,149.13777
421900,Macquarie River At Wollombi (Geurie),-32.4056,148.6994
421903,Cudgegong River At Rylstone,-32.80194444,149.96305556
421904,Talbragar River At Dunedoo,-32.004553,149.379677
210001,Hunter River At Singleton,-32.5601496,151.1708609
210004,Wollombi Brook At Warkworth,-32.569009275,151.028148363
210010,Williams River At Glen Martin (Mill Dam Falls),-32.5586,151.8043
210028,Wollombi Brook At Bulga,-32.651214823,151.020716738
210064,Hunter River At Greta,-32.6606168,151.4028427
210079,Paterson River At Gostwyck,-32.5445,151.592
210089,Black Creek At Rothbury,-32.7161901,151.326247496
210128,Hunter River At Mason Dieu,-32.5310159,151.0489823
210129,Hunter River Upstream Singleton,-32.5680731,151.1587932
210134,Hunter River At Long Point,-32.563805,151.1377442
210135,Wollombi Brook At D/S Brickmans Bridge,-32.840317186,151.064688439
210143,Allyn River At Flying Fox Lane,-32.5165844,151.584259
210152,Wollombi Brook At Wollombi,-32.93396944,151.13366667
210153,Congewai Creek At Millfield,-32.88916667,151.24773333
210154,Wollombi Brook At Laguna,-32.985307507,151.129286141
210409,Paterson River At Dunmore Bridge,-32.6804,151.606
210410,Paterson River At Hinton Bridge (Walka Intake),-32.7142,151.6481
210432,Hunter River At Green Rocks,-32.72759989,151.69227638
210448,Hexham Bridge,-32.8333,151.6833
210452,Hunter River At Raymond Terrace,-32.75321421,151.74413025
210455,Hunter River At Mckimms Corner,-32.71939262,151.59319833
211008,Jigadee Creek At Avondale,-33.072,151.4702
211009,Wyong River At Gracemere,-33.2703547,151.3595891
211010,Jilliby Creek At U/S Wyong River (Durren Lane),-33.2453775,151.391474
211013,Ourimbah Creek At U/S Weir,-33.3483165,151.3433085
211014,Wyong River At Yarramalong,-33.2186734,151.2748169
211015,Ourimbah Creek D/S Bangalow Creek,-33.328024,151.389524
211017,Wyong River At Wyong Fishway,-33.2778365,151.4060752
212018,Capertee River At Glen Davis,-33.121,150.2806
212021,Macdonald River At Howes Valley,-32.861096,150.8105886
421026,Turon River At Sofala,-33.080268,149.690157
421079,Cudgegong River At D/S Windamere Dam,-32.708827,149.754571
421148,Cudgegong River At Windamere Dam-Storage Gauge,-32.7259,149.7675
421184,Cudgegong River At Upstream Rylstone,-32.78508803,150.02272768
421903,Cudgegong River At Rylstone,-32.80194444,149.96305556
D21019001,Hrsts Warkworth Coal Dam1N,-32.599418,151.091092
D21019010,Hrsts Bulga 1 Surge Dam,-32.68099,151.135587
D21019013,Hrsts Bulga 2 Northern Dam,-32.651275,151.12936389
D21019991,Hrsts Wambo Coal,-32.583448,151.009357
D21019998,Hrsts Mt Thorley Coal Dam9S,-32.654529,151.1012
210135,Wollombi Brook At D/S Brickmans Bridge,-32.840317186,151.064688439
210152,Wollombi Brook At Wollombi,-32.93396944,151.13366667
210153,Congewai Creek At Millfield,-32.88916667,151.24773333
210154,Wollombi Brook At Laguna,-32.985307507,151.129286141
210448,Hexham Bridge,-32.8333,151.6833
211008,Jigadee Creek At Avondale,-33.072,151.4702
212021,Macdonald River At Howes Valley,-32.861096,150.8105886
409005,Murray River At Barham,-35.6298,144.1245
409013,Wakool River At Stoney Crossing,-35.0376,143.5702
409014,Edward River At Moulamein,-35.0899,144.0331
409035,Edward River At Liewah,-34.9888,143.6228
409036,Merran Creek At Upstream Of Wakool River,-35.1074,143.5826
409044,Little Merran Creek At Franklings Bridge,-35.5214,144.0517
409061,Wakool River At Coonamit Bridge,-35.1356,143.6823
409062,Wakool River At Gee Gee Bridge (No.2),-35.329,143.9322
409086,Niemur River At Mallan School,-35.1351,143.8001
409098,Waddy Creek At Downstream Of Regulator.,-35.3912,143.764
409107,Saint Helena Creek At Downstream Regulator,-35.3777,143.9101
409111,Barber Creek At Sandy Bridge Road,-35.506684,144.07607
409204C,Murray River At Swan Hill,-35.3285,143.563
41000212,Yanco Creek At Tarabah Weir - Storage Gauge,-34.88593374,146.27710923
41000213,Yanco Creek At Downstream Tarabah Weir,-34.88593374,146.27710923
41000236,Talpee Creek Downstream Pee Vee Creek Junction,-34.52843465,143.73051402
41000240,Waugorah Creek Upstream Regulator,-34.35497497,143.85807572
41000244,Woolshed Creek Downstream Of Regulator,-34.56270865,143.66977425
41000255,North Redbank Channel At Glendee,-34.37668239,143.77121033
41000256,North Redbank Channel At Athen,-34.44911881,143.68614853
41000263,Narwie Offtake At North Redbank Channel,-34.45,143.68361111
41000281,Murrumbidgee River At Carrathool Bridge,-34.44597,145.419212
41000283,Mirrool Creek At East Mirrool Regulator,-34.334717,146.251783
410007,Yanco Creek At Offtake,-34.7061,146.4094
410014,Colombo Creek At Morundah,-34.9373,146.296
410015,Yanco Creek At Morundah,-34.9452,146.2675
410021,Murrumbidgee River At Darlington Point,-34.5664,146.0027
410036,Murrumbidgee River At Downstream Yanco Weir,-34.6953,146.4007
410040,Murrumbidgee River At Downstream Maude Weir,-34.4776,144.3009
410041,Murrumbidgee River At Downstream Redbank Weir,-34.3798,143.7817
410060,Nimming Pollen Creek At Offtake,-34.5029,144.3044
410082,Murrumbidgee River At Downstream Gogeldrie Weir,-34.6151,146.2562
41010287,Nimming Pollen Creek At Storage Gauge,-34.5011,144.3045
41010922,Murrumbidgee River At Gogeldrie Weir - Storage Gauge,-34.6165,146.2579
41010928,Murrumbidgee River At Hay Weir - Storage Gauge,-34.5252,144.7116
41010941,Murrumbidgee River At Maude Weir - Storage Gauge,-34.4763,144.3047
41010966,Murrumbidgee River At Redbank Weir - Storage Gauge,-34.3779,143.7827
41010969,Inlet Channel At Upstream Tombullen Storage,-34.6493,146.1692
41010970,Tombullen Creek At Downstream Tombullen Weir Outlet,-34.6461,146.1371
41010971,Tombullen Creek At Tombullen Weir - Storage Gauge,-34.6455,146.1365
41010981,Murrumbidgee River At Yanco Weir - Storage Gauge,-34.703,146.4176
410110,Drainage Canal 500 At Outfall,-34.8787,145.5744
410128,Coleambally Canal At Offtake,-34.6306,146.2801
410130,Murrumbidgee River At Downstream Balranald Weir,-34.665,143.4917
410136,Murrumbidgee River At Downstream Hay Weir,-34.5247,144.7111
410173,Caira Creek At Offtake,-34.5047,144.3055
410175,North Caira Main Canal At The Offtake,-34.5029,144.3033
41200216,Outflow Inner Eastern At Lake Brewster,-33.46409217,145.9607861
412005,Lachlan River At Booligal,-33.8695,144.8811
412006,Lachlan River At Condobolin Bridge,-33.091,147.1482
412008,Lake Creek At Lake Cargelligo Outlet,-33.2431,146.4058
412011,Lachlan River At Lake Cargelligo Weir,-33.201,146.4532
412012,Willandra Creek At Road Bridge,-33.345664,145.879248
412014,Goobang Creek At Condobolin,-33.0837,147.1627
412016,Wallamundry Creek At Offtake Island Creek,-33.2271,147.3253
412017,Bumbuggan Creek At Offtake,-33.2262,147.4595
412023,Island Creek At Fairholme,-33.2775,147.3814
412024,Lachlan River At Mulgutherie,-33.2267,147.4584
412038,Lachlan River U/S Willandra Weir,-33.348326,145.87524
412039,Lachlan River At Hillston Weir,-33.4873,145.504
412042,Willandra Creek At Willandra Homestead,-33.197765,145.123197
412045,Lachlan River At Corrong,-34.2176,144.4638
412046,Wallaroi Creek Upstream Worrongorra Weir,-33.1029549,146.84718226
412047,Bensons Drop Weir Downstream Lake Brewster Outlet,-33.3824,145.9027
412048,Lachlan River At Lake Brewster Weir,-33.395,145.9863
412078,Lachlan River At Whealbah,-33.6544,145.2488
412101,Lake Cargelligo Intake Upstream Lake Cargelligo Weir,-33.2016,146.4572
41210169,Lachlan River Wetland - Wilga Lagoon,-33.291567,147.482043
41210170,Lachlan River Wetland - Robsar Lagoon,-33.141719,147.252422
412102,Lake Brewster Intake Downstream Lb Weir Pool Regulator,-33.4018,145.9795
412107,Lake Cargelligo At Storage Gauge,-33.30076944,146.37918611
412109,Lake Brewster Conduit Downstream Regulator,-33.3943,145.9849
412122,Merrimajeel Creek At Cobb Highway,-33.7411,144.9208
412124,Muggabah Creek At Cobb Highway,-33.7713,144.926
412129,Merrimajeel Creek At U/S Blockbank,-33.794896,144.856509
412150,Cumbung Swamp At The Braids,-34.24643658,143.99896292
412152,Cumbung Swamp East Of North/South Levee,-34.30092564,143.99355761
412154,Cumbung Swamp At End Of System,-34.2780669,143.99710716
412163,Merrowie Creek Downstream Of Offtake Weir,-33.365855,145.601107
412177,Cumbung Swamp At Lake Bunumburt Inflow,-34.23281104,143.93757497
412179,Lake Marool Outflow Channel,-34.25692382,144.03646123
412180,Cumbung Swamp At Toopuntal Channel,-34.30437404,144.07499058
412181,Cumbung Swamp At Sw Floodplain Levee At Wetspot,-34.29186628,143.95300865
412183,Cumbung Swamp At The Woodcutters,-34.29003109,143.99368127
412187,Willandra Creek At Yilga,-33.2222,145.5053
412188,Nerathong Creek At Nerathong,-33.101,147.0971
412189,Booberoi Creek At Offtake No.2,-33.0419,146.638
412190,Wallaroi Creek At Wallamundry Creek Offtake,-33.212,147.2373
412192,Booberoi Creek At Return (Cannons Bridge),-33.1859,146.2392
412194,Lachlan River At Four Mile Weir,-34.248,144.1987
412196,Lachlan River Downstream Ganowlia Weir (Lanes Bridge),-33.37007,145.594398
413001,Murray River At Mallee Cliffs No.1 Downstream,-34.3285,142.359
413002,Murray River At Mallee Cliffs No.2 Upstream,-34.3398,142.3983
41310022,Murray River At Colignan Pontoon,-34.5677,142.4153
41310023,Murray River At Mallee Cliffs Upstream Pontoon,-34.3448,142.3961
41310024,Murray River At Mallee Cliffs Downstream Pontoon,-34.3351,142.3473
41310025,Murray River At Redcliffs Pontoon,-34.2442,142.2445
41310026,Murray River At Chaffey'S Graveyard Pontoon,-34.1666,142.1602
41310027,Murray River At Merbein Pontoon,-34.1265,142.0662
41310028,Murray River At Curlwaa Pontoon,-34.111,141.9843
425001,Darling River At Menindee Town,-32.3969,142.4218
425005,Darling River At Pooncarie,-33.3864,142.5678
425007,Darling River At Burtundy,-33.74641667,142.26827778
425010,Murray River At Lock No. 10 (Wentworth),-34.11,141.9045
425012,Darling River At Menindee Upstream Weir 32,-32.4353,142.3799
425013,Great Darling Anabranch At Wycot,-32.9652,142.0564
425014,Outlet Channel At Lake Cawndilla,-32.528,142.2205
425019,Redbank Creek At Downstream Packers Crossing,-32.7177,142.0918
425022,Darling River At Lake Menindee - Storage Gauge,-32.2956,142.3682
425023,Lake Cawndilla - Storage Gauge,-32.5253,142.2205
425034,Darling River At Downstream Menindee Main Weir,-32.3139,142.5065
425044,Lake Menindee Outlet Channel Downstream Outlet Regulatr,-32.3956,142.375
425046,Darling Riv @ Wetherell Storage,-32.30756717,142.50431654
425048,Darling River At Great Darling Anabranch Offtake,-32.882916,142.355985
425049,Menindee Total Storage,-32.4,142.395
425050,Great Darling Anabranch At Offtake,-32.8830555,142.3538888
425056,Darling River At Ashvale,-33.81027778,142.11638889
425057,Darling River At Jamesville,-33.72777778,142.29555556
42510036,Darling River@Lake Pamamaroo - Storage Gauge,-32.3,142.44
42510037,Menindee Lakes At Copi Hollow,-32.2674,142.3869
204030,Aberfoyle River At Aberfoyle,-30.2587,152.0094
206008,Commissioners Waters At Tiverton (Eathorpe),-30.566423,151.739268
206014,Wollomombi River At Coninside,-30.475658,152.027034
206026,Sandy Creek At Newholme,-30.418577,151.65706
206032,Dumaresq Creek At Stephens Bridge,-30.51092,151.655706
206035,Gara River At Willow Glen,-30.211164,151.726735
206036,Gara River At Malpas Dam -Storage Gauge,-30.2894,151.7372
206037,Dumaresq Creek D/S Dumaresq Dam,-30.463365,151.615799
206039,Gara River D/S Malpas Dam,-30.293301,151.740454
206042,Puddledock Creek At Puddledock Dam,-30.40000556,151.73205
206044,Dumaresq Creek Dumaresq Dam - Storage,-30.43039688,151.59783283
416056,Macintyre At Little Valley,-29.84697,151.32941
