attributes.bom_stn_num,attributes.name,attributes.lat,attributes.long,attributes.state,attributes.location_types,attributes.basin
515006,Mount Lloyd,-23.6431,133.7981,NT,rain gauge;,Todd River
515007,Upper Bond Springs,-23.455,133.9997,NT,rain gauge;,Burt
515008,Bond Springs,-23.5428,133.945,NT,rain gauge;water level gauge;,Todd River
515009,Bond Springs Turnoff,-23.5789,133.8775,NT,rain gauge;,Todd River
515503,Todd River Schwarz Crescent,-23.6914,133.8856,NT,rain gauge;,Todd River
515508,Colyer Creek,-23.5753,133.7531,NT,rain gauge;,Todd River
515509,Mount Sir Charles,-23.55,134.05,NT,rain gauge;,Todd River
515518,Allungra Creek,-22.6909,133.6285,NT,rain gauge;,Wiso
515519,Finke River,-24.5518,133.24,NT,rain gauge;,Finke River
515520,Hugh River,-24.3523,133.4347,NT,rain gauge;,Finke River
515521,Ali Curung Bore,-21.0163,134.441,NT,rain gauge;,Wiso
515522,Arden Soak,-22.3674,133.3239,NT,rain gauge;,Wiso
27000,Aurukun Shire Council,-13.3539,141.7208,QLD,rain gauge;,Watson River
27015,Moreton Telegraph Station,-12.4536,142.6389,QLD,rain gauge;water level gauge;,Wenlock River
27032,Strathburn Station,-14.4783,142.8264,QLD,rain gauge;,Holroyd River
27034,Batavia Downs Station,-12.6616,142.6708,QLD,rain gauge;,Wenlock River
27038,Highbury Station,-16.4231,143.1456,QLD,rain gauge;,Mitchell River (Qld)
27042,Weipa Eastern Ave,-12.6267,141.8836,QLD,rain gauge;,Embley River
27044,Merluna,-13.0633,142.4481,QLD,rain gauge;,Watson River
27045,Weipa Aero,-12.6778,141.9208,QLD,rain gauge;,Embley River
27050,Heathlands National Park,-11.7508,142.5822,QLD,rain gauge;,Ducie River
27054,Coconut Island,-10.0511,143.0686,QLD,rain gauge;,Torres Strait Islands
27058,Horn Island,-10.5844,142.29,QLD,rain gauge;,Torres Strait Islands
27061,Southwell Station,-14.5181,142.0389,QLD,rain gauge;,Coleman River
27063,Archer River Roadhouse,-13.4381,142.9417,QLD,rain gauge;,Archer River
27064,Piccaninny Plains Station,-13.1325,142.7872,QLD,rain gauge;,Archer River
27069,Balurga Station,-14.9406,142.3431,QLD,rain gauge;,Coleman River
27072,Bramwell,-12.0933,142.5589,QLD,rain gauge;,Ducie River
27073,Coen Airport,-13.7606,143.1183,QLD,rain gauge;,Archer River
27075,Scherger Raaf,-12.6167,142.0869,QLD,rain gauge;,Embley River
28000,Laura Post Office,-15.5581,144.4453,QLD,rain gauge;,Normanby River
28004,Palmerville,-15.9999,144.0754,QLD,rain gauge;,Mitchell River (Qld)
28007,Musgrave,-14.7803,143.5036,QLD,rain gauge;,Normanby River
28008,Lockhart River Airport,-12.785,143.3047,QLD,rain gauge;,Lockhart River
28010,Fairview Outstation,-15.4992,144.2816,QLD,rain gauge;,Normanby River
28012,Koolburra,-15.3167,143.9558,QLD,rain gauge;,Normanby River
28015,Wrotham Park,-16.6622,143.9969,QLD,rain gauge;,Mitchell River (Qld)
28022,Gamboola Station,-16.5419,143.6694,QLD,rain gauge;,Mitchell River (Qld)
28023,Lakefield National Park,-14.9258,144.1994,QLD,rain gauge;,Normanby River
28025,Pinnacle,-15.6867,143.5633,QLD,rain gauge;,Mitchell River (Qld)
28035,Lotus Bird Lodge,-14.7117,143.7303,QLD,rain gauge;,Normanby River
29000,Almora Station,-18.2952,139.2828,QLD,rain gauge;,Nicholson River
29001,Augustus Downs Station,-18.5447,139.8706,QLD,rain gauge;water level gauge;model point;,Leichhardt River
29004,Burketown Post Office,-17.7425,139.5475,QLD,rain gauge;,Nicholson River
29005,Bunda Bunda,-20.0744,142.2089,QLD,rain gauge;water level gauge;model point;,Flinders River
29007,Canobie,-19.4764,140.9317,QLD,rain gauge;water level gauge;model point;,Flinders River
29008,Cloncurry Mcillwraith St,-20.7087,140.5182,QLD,rain gauge;,Flinders River
29011,Crowfels Station,-20.1669,141.8514,QLD,rain gauge;,Flinders River
29012,Croydon Township,-18.2044,142.2447,QLD,rain gauge;,Norman River
29013,Donors Hill Station,-18.7139,140.5472,QLD,rain gauge;water level gauge;,Flinders River
29016,Esmeralda Station,-18.8525,142.5742,QLD,rain gauge;,Norman River
29023,Iffley Station,-18.8692,141.2069,QLD,rain gauge;water level gauge;,Norman River
29027,Kamilaroi Station,-19.36,140.0414,QLD,rain gauge;water level gauge;model point;,Leichhardt River
29030,Lands End Station,-20.4247,141.4047,QLD,rain gauge;,Flinders River
29031,Lawn Hill,-18.5806,138.5811,QLD,rain gauge;water level gauge;model point;,Nicholson River
29032,Lorraine,-19.0067,139.8961,QLD,rain gauge;water level gauge;model point;,Leichhardt River
29034,Mckinlay Roadhouse,-21.2718,141.2886,QLD,rain gauge;,Flinders River
29036,Millungera Station,-19.8581,141.5567,QLD,rain gauge;,Flinders River
29037,Miranda Downs Station,-17.3297,141.8797,QLD,rain gauge;water level gauge;model point;,Gilbert River
29038,Kowanyama Airport,-15.4818,141.7483,QLD,rain gauge;water level gauge;model point;,Mitchell River (Qld)
29040,Morstone Station,-19.5261,138.3664,QLD,rain gauge;,Nicholson River
29045,Strathmore,-17.8619,142.5603,QLD,rain gauge;water level gauge;model point;,Gilbert River
29047,Undilla Station,-19.6241,138.6387,QLD,rain gauge;,Nicholson River
29048,Vanrook Station,-16.9683,141.9547,QLD,rain gauge;,Staaten River
29049,Werrina Station,-20.4436,141.4553,QLD,rain gauge;,Flinders River
29050,Wondoola Station,-18.5736,140.8972,QLD,rain gauge;,Flinders River
29054,Inorunie Station,-18.2092,142.6575,QLD,rain gauge;water level gauge;,Gilbert River
29058,Julia Creek Airport,-20.6672,141.7214,QLD,rain gauge;,Flinders River
29061,Herbert Vale,-18.9519,138.053,QLD,rain gauge;,Nicholson River
29063,Normanton Airport,-17.6872,141.0733,QLD,rain gauge;,Norman River
29065,Nardoo Station,-18.7881,139.7119,QLD,rain gauge;,Leichhardt River
29066,Riversleigh Station,-19.0284,138.74,QLD,rain gauge;,Nicholson River
29069,Westmoreland Station,-17.3383,138.2508,QLD,rain gauge;,Settlement Creek
29075,Fort Constantine Station,-20.4744,140.5825,QLD,rain gauge;water level gauge;model point;,Flinders River
29077,Burketown Airport,-17.7483,139.5356,QLD,rain gauge;,Nicholson River
29078,Cotswold Station,-20.2508,140.655,QLD,rain gauge;,Flinders River
29080,Norfolk Station,-19.3142,138.3322,QLD,rain gauge;,Nicholson River
29081,Gregory Downs Station,-18.503,139.2903,QLD,rain gauge;,Nicholson River
29083,Armraynald Station,-17.6595,139.7565,QLD,rain gauge;,Nicholson River
29086,Cowan Downs Station,-18.9611,140.5386,QLD,rain gauge;water level gauge;model point;,Flinders River
29089,Clonagh Station,-20.1412,140.6808,QLD,rain gauge;,Flinders River
29092,Brinard Station,-19.8392,140.9336,QLD,rain gauge;,Flinders River
29100,Gregory Downs Outstation,-18.6419,139.2516,QLD,rain gauge;,Nicholson River
29105,Carsland,-20.5022,140.3165,QLD,rain gauge;water level gauge;model point;,Flinders River
29126,Mount Isa Mine,-20.7361,139.4817,QLD,rain gauge;,Leichhardt River
29127,Mount Isa Aero,-20.6778,139.4875,QLD,rain gauge;,Leichhardt River
29129,Devoncourt Station,-21.215,140.2333,QLD,rain gauge;,Flinders River
29130,Mim Rifle Creek,-20.9542,139.5861,QLD,rain gauge;,Leichhardt River
29131,Gereta Station,-20.02,139.8433,QLD,rain gauge;,Leichhardt River
29137,Numil Downs Station,-19.6661,141.3961,QLD,rain gauge;,Norman River
29139,Sweers Island,-17.1142,139.5981,QLD,rain gauge;,Mornington Island
29141,Cloncurry Airport,-20.6664,140.505,QLD,rain gauge;,Flinders River
29148,Mcallister Station,-18.2431,140.5283,QLD,rain gauge;,Morning Inlet
29150,Malvie Downs Station,-20.8422,141.4292,QLD,rain gauge;,Flinders River
29152,Boodjamulla - Lawn Hill Np,-18.7029,138.4852,QLD,rain gauge;,Nicholson River
29154,Yappar River,-18.4306,141.2686,QLD,rain gauge;water level gauge;model point;,Norman River
29159,Escott Station,-17.7999,139.3605,QLD,rain gauge;water level gauge;model point;,Nicholson River
29160,Viola Station,-20.235,141.2933,QLD,rain gauge;,Flinders River
29161,Brightlands Station,-21.0733,140.2814,QLD,rain gauge;water level gauge;model point;,Flinders River
29163,Kingfisher Camp,-17.8684,138.2856,QLD,rain gauge;,Nicholson River
29164,Bowthorn Station,-18.0985,138.3035,QLD,rain gauge;,Nicholson River
29166,Riversleigh Tm,-18.9703,138.8033,QLD,rain gauge;water level gauge;model point;,Nicholson River
29167,Century Mine,-18.7569,138.7056,QLD,rain gauge;,Nicholson River
29170,Beamesbrook,-17.8999,139.325,QLD,rain gauge;,Nicholson River
29171,Lake Julius,-20.1306,139.7187,QLD,rain gauge;water level gauge;model point;,Leichhardt River
29172,Lady Annie Copper Mine,-19.9035,139.1084,QLD,rain gauge;,Leichhardt River
29173,Longford,-20.8606,141.065,QLD,rain gauge;,Flinders River
29181,Lake Julius Aws,-20.1167,139.7256,QLD,rain gauge;,Leichhardt River
29182,Mornington Island Airport,-16.662,139.1655,QLD,rain gauge;,Mornington Island
30000,Abingdon Downs Station,-17.6083,143.1792,QLD,rain gauge;,Gilbert River
30009,Cargoon Station,-20.0078,144.8992,QLD,rain gauge;,Burdekin River
30019,Gilberton,-19.2611,143.6861,QLD,rain gauge;water level gauge;model point;,Gilbert River
30022,Hughenden Airport,-20.8192,144.2333,QLD,rain gauge;,Flinders River
30023,Homestead Post Office,-20.3617,145.6553,QLD,rain gauge;,Burdekin River
30024,Hughenden Post Office,-20.8447,144.1986,QLD,rain gauge;water level gauge;model point;,Flinders River
30030,Lyndhurst Station,-19.2039,144.37,QLD,rain gauge;water level gauge;,Gilbert River
30032,Maryvale Station,-19.5458,145.2533,QLD,rain gauge;,Burdekin River
30036,Mount Surprise Township,-18.1472,144.3183,QLD,rain gauge;,Gilbert River
35293,Heathwood Al,-24.3433,148.0622,QLD,rain gauge;,Fitzroy River (Qld)
30039,Oak Park Station,-19.2544,144.1536,QLD,rain gauge;water level gauge;,Gilbert River
30040,Pentland Post Office,-20.5236,145.3989,QLD,rain gauge;,Burdekin River
30045,Richmond Post Office,-20.7289,143.1425,QLD,rain gauge;water level gauge;model point;,Flinders River
30046,Rosella Plains Station,-18.4222,144.4625,QLD,rain gauge;,Gilbert River
30052,Wando Vale Station,-19.6733,144.89,QLD,rain gauge;,Burdekin River
30055,Forsayth,-18.5883,143.6017,QLD,rain gauge;water level gauge;model point;,Gilbert River
30061,Conjuboy Station,-18.6836,144.7446,QLD,rain gauge;,Burdekin River
30072,Low Holm Station,-20.0969,144.9875,QLD,rain gauge;,Burdekin River
30073,Van Lee,-17.85,143.7028,QLD,rain gauge;water level gauge;model point;,Gilbert River
30075,Solway Downs Station,-20.095,142.6931,QLD,rain gauge;,Flinders River
30082,Gregory Springs Station,-19.7037,144.3775,QLD,rain gauge;,Burdekin River
30083,Toomba Stud,-19.9711,145.585,QLD,rain gauge;,Burdekin River
30088,Werrington Station,-19.3769,144.1156,QLD,rain gauge;,Gilbert River
30091,Ironhurst Station,-18.0808,143.4622,QLD,rain gauge;,Gilbert River
30103,Eveleigh Station,-18.2225,143.9697,QLD,rain gauge;water level gauge;model point;,Gilbert River
30106,The Lynd Station,-18.9372,144.4906,QLD,rain gauge;,Gilbert River
30107,Robin Hood Station,-18.8383,143.7086,QLD,rain gauge;,Gilbert River
30112,North Head,-18.8242,143.2531,QLD,rain gauge;water level gauge;model point;,Gilbert River
30115,Lucky Springs Station,-19.055,144.9594,QLD,rain gauge;,Burdekin River
30124,Georgetown Airport,-18.3039,143.5306,QLD,rain gauge;,Gilbert River
30127,Woodbine Station,-20.9942,144.6433,QLD,rain gauge;,Cooper Creek
30137,Hillgrove Station,-19.6347,145.7886,QLD,rain gauge;,Burdekin River
30138,Strathtay Station,-20.2106,144.6772,QLD,rain gauge;,Flinders River
30144,Plainby Station,-21.4014,142.6167,QLD,rain gauge;,Flinders River
30145,Clarke Hills Station,-19.7533,144.5181,QLD,rain gauge;,Burdekin River
30147,Cobbold Gorge,-18.7953,143.4231,QLD,rain gauge;water level gauge;model point;,Gilbert River
30154,Yaramulla Station,-18.2253,144.6719,QLD,rain gauge;,Gilbert River
30155,Mt Pleasant Station,-20.3044,144.2453,QLD,rain gauge;,Flinders River
30158,Green Hills,-18.4564,143.2986,QLD,rain gauge;water level gauge;model point;,Gilbert River
30159,Hulberts Bridge,-20.6433,142.6233,QLD,rain gauge;water level gauge;model point;,Flinders River
30160,Greenvale Township,-19.0,144.9769,QLD,rain gauge;,Burdekin River
30161,Richmond Airport,-20.7001,143.1137,QLD,rain gauge;,Flinders River
31004,Babinda Post Office,-17.3436,145.9217,QLD,rain gauge;,Mulgrave-Russell Rivers
31009,Butcher Hill Station,-15.8472,144.8753,QLD,rain gauge;,Normanby River
31011,Cairns Aero,-16.8736,145.7458,QLD,rain gauge;,Barron River
31012,Cape Tribulation Store,-16.0969,145.4575,QLD,rain gauge;,Daintree River
31021,Deeral,-17.2083,145.9089,QLD,rain gauge;,Mulgrave-Russell Rivers
31036,Kuranda Railway Station,-16.8178,145.6383,QLD,rain gauge;,Barron River
31037,Low Isles Lighthouse,-16.3842,145.5592,QLD,rain gauge;,Daintree River
31040,Meringa Sugar Exp Stn,-17.0692,145.7742,QLD,rain gauge;,Mulgrave-Russell Rivers
31044,Mossman Central Mill,-16.4586,145.3795,QLD,rain gauge;,Mossman River
31046,Mt Garnet Post Office,-17.677,145.115,QLD,rain gauge;,Herbert River
31049,Mulgrave Mill,-17.0928,145.7906,QLD,rain gauge;,Mulgrave-Russell Rivers
31052,Port Douglas - Warner St,-16.4833,145.4639,QLD,rain gauge;,Mossman River
31055,Mossman South Alchera Drive,-16.4725,145.3747,QLD,rain gauge;,Mossman River
31062,Whyanbeel Valley,-16.3906,145.3511,QLD,rain gauge;,Daintree River
31063,Mt Sheridan,-16.9958,145.7367,QLD,rain gauge;,Mulgrave-Russell Rivers
31069,Innot Hot Springs Township,-17.6697,145.2414,QLD,rain gauge;,Mitchell River (Qld)
31083,Koombooloomba Dam,-17.84,145.5956,QLD,rain gauge;,Tully River
31085,Kareeya,-17.7667,145.5778,QLD,rain gauge;water level gauge;model point;,Tully River
31102,Daintree Tea,-16.1939,145.4061,QLD,rain gauge;,Daintree River
31104,Mt Sophia,-17.1644,145.8783,QLD,rain gauge;,Mulgrave-Russell Rivers
31108,Walkamin Research Station,-17.1347,145.4281,QLD,rain gauge;,Barron River
31129,Hazelmere,-15.3886,145.0361,QLD,rain gauge;,Endeavour River
31140,Bellenden Ker Bottom Stn,-17.2702,145.9,QLD,rain gauge;,Mulgrave-Russell Rivers
31141,Bellenden Ker Top Stn,-17.2639,145.8536,QLD,rain gauge;,Mulgrave-Russell Rivers
31158,Glen Harding,-18.2531,145.1269,QLD,rain gauge;,Burdekin River
31166,Cairns Severin St,-16.9283,145.7647,QLD,rain gauge;,Mulgrave-Russell Rivers
31167,Topaz,-17.4694,145.7311,QLD,rain gauge;,Johnstone River
31168,Greenhaven,-17.5875,145.6,QLD,rain gauge;,Johnstone River
31175,Meadowbank,-18.2417,144.9883,QLD,rain gauge;,Burdekin River
31180,Mount Carbine Township,-16.5319,145.1325,QLD,rain gauge;,Mitchell River (Qld)
31181,Bartle View Alert,-17.545,145.7156,QLD,rain gauge;,Johnstone River
31182,Greenhaven Alert,-17.5875,145.5997,QLD,rain gauge;,Johnstone River
31183,Malanda Alert,-17.3594,145.5922,QLD,rain gauge;,Johnstone River
31184,Mckell Road Alert,-17.4442,145.5094,QLD,rain gauge;,Johnstone River
31185,Millaa Millaa Alert,-17.5175,145.6089,QLD,rain gauge;,Johnstone River
31186,Sutties Creek Alert,-17.6803,145.6603,QLD,rain gauge;,Johnstone River
31187,Topaz Alert,-17.4694,145.7311,QLD,rain gauge;,Johnstone River
31189,White Cliff Point,-16.6581,145.5675,QLD,rain gauge;,Mossman River
31191,Murray Springs Alert,-18.1494,145.4803,QLD,rain gauge;,Herbert River
31196,Mt Garnet Alert,-17.7047,145.1461,QLD,rain gauge;,Herbert River
31197,Upper Rudd Creek Alert,-18.0394,144.8856,QLD,rain gauge;,Herbert River
31198,Herberton Alert,-17.3769,145.3803,QLD,rain gauge;,Herbert River
31200,Ravenshoe Alert,-17.5908,145.5294,QLD,rain gauge;,Herbert River
31204,Reef Park,-16.5261,145.4628,QLD,rain gauge;,Mossman River
32161,Corsis Alert,-17.5967,145.9014,QLD,rain gauge;water level gauge;model point;,Johnstone River
31205,Copperlode Dam Alert,-16.9794,145.6747,QLD,rain gauge;water level gauge;reservoir;model point;,Barron River
31209,Cooktown Airport,-15.4461,145.1861,QLD,rain gauge;,Endeavour River
31210,Mareeba Airport,-17.0704,145.4293,QLD,rain gauge;,Barron River
31213,Cape Flattery,-14.9672,145.3106,QLD,rain gauge;,Jeannie River
31217,Atherton Solar Crescent,-17.2583,145.4739,QLD,rain gauge;,Barron River
31218,Parramatta Park,-16.9141,145.761,QLD,rain gauge;,Mulgrave-Russell Rivers
31219,Daintree Ice Cream,-16.2122,145.4042,QLD,rain gauge;,Daintree River
31220,Malanda,-17.3514,145.5958,QLD,rain gauge;,Johnstone River
31221,Scardons Hill,-17.3117,144.6836,QLD,rain gauge;,Mitchell River (Qld)
31222,Cairns Racecourse,-16.9463,145.7474,QLD,rain gauge;,Barron River
32001,Bambaroo,-18.8828,146.17,QLD,rain gauge;,Herbert River
32004,Cardwell Marine Pde,-18.2544,146.0192,QLD,rain gauge;,Murray River (Qld)
32009,Bingil Bay,-17.835,146.0986,QLD,rain gauge;,Johnstone River
32018,Gleneagle,-18.1675,145.3381,QLD,rain gauge;water level gauge;model point;,Herbert River
32020,Marco Street Alert,-17.5556,145.9556,QLD,rain gauge;,Johnstone River
32023,Halifax Macrossan St,-18.5819,146.2839,QLD,rain gauge;,Herbert River
32025,Innisfail,-17.5249,146.0345,QLD,rain gauge;,Johnstone River
32027,Kangaroo Hills Station,-18.9331,145.6697,QLD,rain gauge;,Burdekin River
32031,Lucinda Township,-18.5406,146.3356,QLD,rain gauge;,Herbert River
32032,Macknade Sugar Mill,-18.5867,146.2547,QLD,rain gauge;,Herbert River
32033,Russell River,-17.4608,145.8822,QLD,rain gauge;,Mulgrave-Russell Rivers
32037,South Johnstone Exp Stn,-17.6053,145.9972,QLD,rain gauge;,Johnstone River
32040,Townsville Aero,-19.2483,146.7661,QLD,rain gauge;,Ross River
32042,Tully Sugar Mill,-17.9364,145.9253,QLD,rain gauge;,Tully River
32043,Upper Stone Exelby,-18.7217,145.9239,QLD,rain gauge;,Herbert River
32045,Victoria Sugar Mill,-18.6508,146.2047,QLD,rain gauge;,Herbert River
32050,Yabulu Qld Nickel,-19.2033,146.6131,QLD,rain gauge;,Herbert River
32064,Paluma Ivy Cottage,-19.0074,146.207,QLD,rain gauge;,Burdekin River
32078,Ingham Composite,-18.6494,146.1769,QLD,rain gauge;,Herbert River
32082,Craigs Pocket Station,-18.5633,144.9892,QLD,rain gauge;,Burdekin River
32089,Laroona Station,-19.3483,145.9811,QLD,rain gauge;,Burdekin River
32098,Rollingstone,-19.0439,146.4092,QLD,rain gauge;,Herbert River
32101,Mutarnee Store,-18.9558,146.2886,QLD,rain gauge;,Herbert River
32104,Christmas Creek Station,-19.0947,145.3539,QLD,rain gauge;,Burdekin River
32105,Goshen Station,-18.1464,145.4386,QLD,rain gauge;,Herbert River
32117,Allingham  Forrest Drive,-18.6867,146.2969,QLD,rain gauge;,Herbert River
32122,Greenvale,-18.9764,145.1125,QLD,rain gauge;water level gauge;model point;,Burdekin River
32141,Lucinda Point,-18.5203,146.3861,QLD,rain gauge;,Herbert River
32142,White Crystal Tm,-18.6822,145.75,QLD,rain gauge;,Herbert River
32160,Central Mill Alert,-17.6089,145.9792,QLD,rain gauge;water level gauge;model point;,Johnstone River
35121,Valencia,-22.9619,147.8037,QLD,rain gauge;,Fitzroy River (Qld)
32162,Crawfords Lookout Alert,-17.615,145.8011,QLD,rain gauge;,Johnstone River
32163,Innisfail Wharf Alert,-17.5236,146.0325,QLD,rain gauge;water level gauge;model point;,Johnstone River
32164,Menavale Alert,-17.6808,145.8878,QLD,rain gauge;,Johnstone River
32165,Nerada Alert,-17.5308,145.8464,QLD,rain gauge;water level gauge;model point;,Johnstone River
32166,Tung Oil Alert,-17.5456,145.9325,QLD,rain gauge;water level gauge;model point;,Johnstone River
32169,Gleneagle Alert,-18.1919,145.3325,QLD,rain gauge;water level gauge;model point;,Herbert River
32170,Nash'S Crossing Alert,-18.4125,145.7722,QLD,rain gauge;water level gauge;model point;,Herbert River
32171,Ingham Pump Station Al,-18.6347,146.1444,QLD,rain gauge;water level gauge;model point;,Herbert River
32172,Wallaman Alert,-18.4606,145.7383,QLD,rain gauge;,Herbert River
32173,Peacock Siding Alert,-18.6797,145.9961,QLD,rain gauge;water level gauge;model point;,Herbert River
32174,Abergowrie Alert,-18.4889,145.9364,QLD,rain gauge;water level gauge;model point;,Herbert River
32176,Kirrama Alert,-18.1439,145.61,QLD,rain gauge;,Herbert River
32183,Poverty Hill Alert,-18.7497,146.115,QLD,rain gauge;,Herbert River
32184,Zattas Alert,-18.4506,145.8294,QLD,rain gauge;water level gauge;model point;,Herbert River
32185,Halifax Alert,-18.5789,146.2803,QLD,rain gauge;water level gauge;model point;,Herbert River
32186,Michael Creek Alert,-18.8478,145.9067,QLD,rain gauge;,Burdekin River
32191,Hawkins Creek,-18.5858,146.0731,QLD,rain gauge;,Herbert River
32192,Cardwell Range,-18.547,146.178,QLD,rain gauge;,Herbert River
32193,Magnetic Island - Nelly Bay,-19.1539,146.8494,QLD,rain gauge;,Ross River
32194,Cowley Beach (Defence),-17.6905,146.1126,QLD,rain gauge;,Johnstone River
33001,Burdekin Shire Council,-19.5778,147.4063,QLD,rain gauge;,Haughton River
33002,Ayr Dpi Research Stn,-19.6169,147.3758,QLD,rain gauge;,Haughton River
33008,Byfield Childs Road,-22.8461,150.6475,QLD,rain gauge;,Water Park Creek
33012,Collaroy Station,-22.0328,149.185,QLD,rain gauge;,Fitzroy River (Qld)
33013,Collinsville Post Office,-20.5533,147.8464,QLD,rain gauge;,Burdekin River
33023,Farleigh Co-Op Sugar Mill,-21.1011,149.1022,QLD,rain gauge;,O`Connell River
33032,Home Hill Post Office,-19.6666,147.4151,QLD,rain gauge;,Burdekin River
33035,Kalamia Estate,-19.5244,147.4161,QLD,rain gauge;,Haughton River
33038,Koumala Hatfields Road,-21.6256,149.2367,QLD,rain gauge;,Plane Creek
33045,Mackay Aero,-21.1706,149.1794,QLD,rain gauge;,Pioneer River
33051,Mingela Post Office,-19.8792,146.6323,QLD,rain gauge;,Burdekin River
33054,Nebo,-21.6889,148.6881,QLD,rain gauge;,Fitzroy River (Qld)
33059,Plane Creek Sugar Mill,-21.427,149.216,QLD,rain gauge;,Plane Creek
33060,Pleystowe Sugar Mill,-21.1417,149.0378,QLD,rain gauge;,Pioneer River
33062,Ravenswood Post Office,-20.0997,146.8892,QLD,rain gauge;,Burdekin River
33065,St Lawrence Post Office,-22.3458,149.5356,QLD,rain gauge;,Styx River
33068,Mirani Mary Street,-21.1631,148.87,QLD,rain gauge;,Pioneer River
33071,The Valley,-21.93,149.3642,QLD,rain gauge;,Plane Creek
33073,Woodhouse,-19.8314,147.1311,QLD,rain gauge;,Haughton River
33076,Yaamba,-23.1333,150.3669,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
33077,Pacific Heights,-23.0965,150.7343,QLD,rain gauge;,Water Park Creek
33080,Mount Charlton,-21.0003,148.7375,QLD,rain gauge;,O`Connell River
33082,Strathmore,-20.4992,147.6278,QLD,rain gauge;,Burdekin River
33083,Cardowan,-22.1203,149.0647,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
33095,Orkabie West Hill,-21.8031,149.3569,QLD,rain gauge;,Plane Creek
33106,Hamilton Island Airport,-20.3658,148.9536,QLD,rain gauge;,Whitsunday Island
33111,Marlborough Helipad Tm,-22.815,149.8878,QLD,rain gauge;,Fitzroy River (Qld)
33119,Mackay M.O,-21.1172,149.2169,QLD,rain gauge;,Pioneer River
33127,Kelsey Creek Dittmer Rd,-20.4275,148.4475,QLD,rain gauge;,Proserpine River
33129,Tilpal Station,-22.7983,150.1381,QLD,rain gauge;,Shoalwater Creek
33134,Eton Sunwater,-21.2681,148.97,QLD,rain gauge;,Plane Creek
33147,Warden Bend,-20.1867,148.145,QLD,rain gauge;,Don River
33158,Hecate,-20.5031,148.3442,QLD,rain gauge;,Proserpine River
33169,Turrawulla Station,-21.1667,148.2442,QLD,rain gauge;,Burdekin River
33170,Mystery Park,-22.3614,149.3747,QLD,rain gauge;,Styx River
33175,Eton Vale,-20.2144,147.7761,QLD,rain gauge;,Burdekin River
33176,Gatton Vale,-20.7781,147.9486,QLD,rain gauge;,Burdekin River
33186,Carmila Beach Road,-21.92,149.4386,QLD,rain gauge;,Plane Creek
33195,Williamson,-22.4703,150.1786,QLD,rain gauge;,Shoalwater Creek
33207,Flora Valley,-19.7581,146.8389,QLD,rain gauge;water level gauge;model point;,Haughton River
33210,St Lawrence,-22.3472,149.5242,QLD,rain gauge;,Styx River
33226,Lansdown Csiro,-19.6578,146.8344,QLD,rain gauge;,Haughton River
33247,Proserpine Airport,-20.4925,148.555,QLD,rain gauge;,Proserpine River
33249,Hustons Farm,-19.6192,147.1189,QLD,rain gauge;water level gauge;model point;,Haughton River
33254,Crystal Brook,-20.3436,148.5,QLD,rain gauge;water level gauge;model point;,Proserpine River
33263,Boundary Creek Alert,-20.4186,148.1108,QLD,rain gauge;,Don River
33264,Bowen Pump Station Alert,-20.0089,148.2044,QLD,rain gauge;water level gauge;model point;,Don River
33265,Ida Creek Alert,-20.2886,148.1175,QLD,rain gauge;water level gauge;model point;,Don River
33266,Moss Vale Alert,-20.2381,148.0311,QLD,rain gauge;,Don River
33267,Mt Dangar Alert,-20.2197,148.1217,QLD,rain gauge;water level gauge;model point;,Don River
33268,Reeves Alert,-20.1494,148.1556,QLD,rain gauge;water level gauge;model point;,Don River
33269,Roma Peak Alert,-20.3078,148.2181,QLD,rain gauge;,Don River
33270,Upper Don Alert,-20.2943,148.1142,QLD,rain gauge;,Don River
33284,Bloomsbury,-20.7492,148.5833,QLD,rain gauge;,O`Connell River
33285,The Gap Tm,-23.0883,150.11,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
33286,Clare Alert,-19.7586,147.2436,QLD,rain gauge;water level gauge;model point;,Burdekin River
35124,Clermont Airport,-22.7756,147.6217,QLD,rain gauge;,Fitzroy River (Qld)
33287,Millaroo Alert,-19.9717,147.2508,QLD,rain gauge;water level gauge;model point;,Burdekin River
33288,Inkerman Bridge Alert,-19.6433,147.3972,QLD,rain gauge;water level gauge;model point;,Burdekin River
33289,Strathbogie Alert,-20.1425,147.5631,QLD,rain gauge;water level gauge;model point;,Burdekin River
33290,Mt Pleasant Alert,-20.2897,147.9019,QLD,rain gauge;,Burdekin River
33291,Dalbeg Alert,-20.3089,147.2961,QLD,rain gauge;water level gauge;model point;,Burdekin River
33292,Myuna Alert,-20.5819,147.5981,QLD,rain gauge;water level gauge;model point;,Burdekin River
33294,Yeppoon The Esplanade,-23.1364,150.7506,QLD,rain gauge;,Water Park Creek
33295,Alva Beach,-19.4569,147.4833,QLD,rain gauge;,Haughton River
33299,Sarich'S Alert,-21.2725,148.8203,QLD,rain gauge;water level gauge;model point;,Pioneer River
33300,Dumbleton Rocks Alert,-21.1439,149.0753,QLD,rain gauge;water level gauge;model point;,Pioneer River
33301,Whiteford'S Alert,-21.3228,148.835,QLD,rain gauge;water level gauge;model point;,Pioneer River
