STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
226818,RAIN GAUGE @ BALOOK,R.G. BALOOK,.000,NULL,.00000,55,459952.000,5746341.000,UTM,-38.430165620,146.541168200,WGS84,9,.000,0,Y,N,1,1999-06-10,NULL,226
226820,Raingauge @ Traralgon South,RG @ Traralgon Sth,NULL,NULL,NULL,55,459959.842,5761386.122,NULL,-38.294579000,146.542113000,NULL,NULL,.000,NULL,y,N,1,2020-07-20,NULL,226
226825,RAINGAUGE @ MOE SOUTH,RG AT MOE STH,NULL,NULL,NULL,55,434231.700,5769648.900,AMG66,-38.218600000,146.248680000,AGD66,NULL,.000,NULL,N,N,1,2009-10-06,NULL,226
226826,RAINGAUGE @ YARRAGON SOUTH,RG AT YARRAGON SOUTH,NULL,NULL,NULL,55,420511.000,5763367.100,UTM,-38.274100000,146.091250000,WGS84,NULL,382.000,NULL,N,N,1,2009-10-21,NULL,226
226827,RAINGAUGE @ THORPDALE PEAK,RG AT THORPDALE PK,NULL,NULL,NULL,55,431275.000,5760002.400,AMG66,-38.305310000,146.213970000,AGD66,NULL,364.000,NULL,N,N,1,2009-09-17,NULL,226
226829,RAINGAUGE @ JERRALANG DOBBINS ROAD,RG @ JERRALANG DOBBI,NULL,NULL,NULL,55,450883.600,5754699.500,MGA94,-38.354520520,146.437855760,GDA94,NULL,510.000,NULL,N,N,1,2013-01-29,NULL,226
227200,TARRA RIVER @ YARRAM,TARRA @ YARRAM,.000,ARB,218.00000,55,472361.771,5732988.992,UTM,-38.550964000,146.682818000,WGS84,9,35.000,1,Y,Y,1,1946-03-01,NULL,227
227202,TARWIN RIVER @ MEENIYAN,TARWIN @ MEENIYAN,.000,ARB,1067.00000,55,412165.000,5729150.000,UTM,-38.581646210,145.991569300,WGS84,9,25.000,9,Y,Y,1,1955-06-22,NULL,227
227205,MERRIMAN CREEK @ CALIGNEE SOUTH,MERRIMAN @ CALLIGNEE,172.448,AHD,36.00000,55,469833.000,5755048.000,UTM,-38.352085810,146.654746400,WGS84,9,200.000,1,Y,N,1,1946-12-06,NULL,227
227210,BRUTHEN CREEK @ CARRAJUNG LOWER,BRUTHEN @ CARRAJUNG,.000,AHD,18.00000,55,477651.000,5750309.000,UTM,-38.395023950,146.744070000,WGS84,9,159.000,1,Y,N,1,1952-09-05,NULL,227
227211,AGNES RIVER @ TOORA,AGNES @ TOORA,.000,ARB,67.00000,55,445387.000,5722973.000,UTM,-38.639974300,146.372477600,WGS84,9,142.000,9,Y,Y,1,1952-09-05,NULL,227
227213,JACK RIVER @ JACK RIVER,JACK R @ JACK R,.000,ARB,34.00000,55,459739.000,5735728.000,UTM,-38.525798690,146.538118000,WGS84,9,70.000,1,Y,N,1,1960-10-01,NULL,227
227219,BASS RIVER @ LOCH,BASS @ LOCH,.000,ARB,52.00000,55,388609.000,5753722.000,UTM,-38.357612630,145.725084100,WGS84,9,98.000,9,Y,N,1,1966-04-01,NULL,227
227225,TARRA RIVER @ FISCHERS,TARRA R @ FISCHERS,.000,ARB,16.00000,55,461190.000,5741983.000,UTM,-38.469494170,146.555110600,WGS84,9,195.000,1,Y,N,1,1968-04-24,NULL,227
227226,TARWIN RIVER EAST BRANCH @ DUMBALK NORTH,TARWIN @ DUMBALK N.,.000,ARB,127.00000,55,426838.000,5738399.000,UTM,-38.499633020,146.160979900,WGS84,9,58.000,9,Y,N,1,1969-01-08,NULL,227
227227,WILKUR CREEK @ LEONGATHA,WILKUR @ LEONGATHA,.000,ARB,106.00000,55,408948.000,5750056.000,UTM,-38.392946200,145.957358700,WGS84,9,75.000,9,Y,N,1,1970-07-30,NULL,227
227231,BASS RIVER @ GLEN FORBES SOUTH,BASS @ GLEN FORBES S,.000,ARB,233.00000,55,370463.000,5741320.000,UTM,-38.466903010,145.515170300,WGS84,9,20.000,9,Y,Y,1,1973-03-30,NULL,227
227232,LANCE CREEK U/S LANCE CREEK RESERVOIR,LANCE CK U/S L. RES.,.000,NULL,14.00000,55,383783.000,5738738.000,UTM,-38.492001580,145.667383300,WGS84,9,.000,1,N,Y,1,1974-08-05,NULL,227
227236,POWLETT RIVER @ D/S FOSTER CREEK JUNCTION,POWLETT @ D/S FOSTER,.000,ARB,228.00000,55,387508.000,5731353.000,UTM,-38.559016850,145.708897800,WGS84,9,36.000,9,Y,Y,1,1979-05-18,NULL,227
227237,FRANKLIN RIVER @ TOORA,FRANKLIN @ TOORA,.000,ARB,75.00000,55,439771.000,5724088.000,UTM,-38.629562870,146.308048600,WGS84,9,64.000,9,Y,Y,1,1979-06-08,NULL,227
227239,MERRIMAN CREEK @ STRADBROKE WEST,MERRIMAN @ STRADBROK,71.868,AHD,256.00000,55,492658.000,5764652.000,UTM,-38.266009050,146.916071800,WGS84,9,93.000,1,Y,N,1,1983-11-18,NULL,227
227242,MERRIMAN CREEK @ SEASPRAY TOWNSHIP,MERRIMAN @ SEASPRAY,.000,AHD,8.00000,55,516203.000,5752529.000,UTM,-38.375149340,147.185498200,WGS84,9,4.000,1,Y,N,1,1984-05-11,NULL,227
227244,DEEP CREEK @ FOSTER,DEEP CK @ FOSTER,.000,ARB,.00000,55,432312.000,5725707.000,UTM,-38.614435780,146.222519010,WGS84,9,.000,1,Y,N,1,1993-04-29,NULL,227
227245,LITTLE BASS RIVER @ POOWONG U/S LITTLE BASS RES.,LT. BASS RV POOWONG,.000,ARB,.00000,55,395053.800,5753559.500,UTM,-38.359855600,145.798807880,WGS84,9,.000,1,Y,N,1,1999-05-18,NULL,227
227246,COALITION CREEK,KORUMBURRA GOLF COUR,.000,NULL,.00000,55,396827.000,5748087.400,UTM,-38.409367000,145.818297000,WGS84,1,.000,1,N,N,1,2004-06-08,NULL,227
227248,BELLVIEW CREEK U/S BELLVIEW RESERVOIR,BELLVIEW CK,.000,NULL,.00000,55,396367.000,5749105.000,AMG84,-38.400145190,145.813179800,NULL,1,15.000,1,Y,Y,1,1999-05-18,NULL,227
227249,RUBY CREEK @ ARAWATA,RUBY CREEK ARAWATA,.000,ARB,.00000,55,402379.000,5748848.000,AMG84,-38.403137770,145.881981900,GDA94,1,.000,1,Y,N,1,1999-05-18,NULL,227
227251,TARRA RIVER @ TARRA WEIR OFFTAKE,TARRA R @ WEIR O/T,.000,NULL,.00000,55,463301.000,5741305.000,UTM,-38.475693630,146.579273400,WGS84,9,138.000,9,Y,Y,1,2004-10-27,NULL,227
227253,TARWIN R D/S FISH CK DRAIN,TARWIN RV D/S FISH C,.000,NULL,.00000,55,402377.500,5716499.900,UTM,-38.694604000,145.877442000,WGS84,9,4.000,9,N,Y,1,2001-11-08,NULL,227
227254,POWLETT R D/S WONTHAGGI,POWLETT RV WONTHAGGI,.000,NULL,.00000,55,374664.100,5730305.900,UTM,-38.566732000,145.561338000,WGS84,9,5.000,9,N,Y,1,2004-01-15,NULL,227
227258,ALBERT RIVER @ GELLIONDALE,ALBERT RV GELLIONDA,.000,NULL,.00000,55,462717.000,5730240.000,UTM,-38.575385040,146.571988210,WGS84,9,.000,1,N,Y,1,2006-05-30,NULL,227
227262,TARRA RIVER @ TARRAVILLE (BREWERY CK ROAD),TARRA R @ TARRAVILLE,.000,NULL,.00000,55,474170.000,5726447.000,UTM,-38.609973860,146.703326900,WGS84,9,.000,1,N,Y,1,2006-07-17,NULL,227
227264,COALITION CREEK @ LEONGATHA (SPENCERS ROAD BRIDGE),COALITION @ SPENCERS,.000,ARB,.00000,55,409001.000,5743754.000,UTM,-38.449737180,145.957149340,WGS84,9,163.000,9,Y,N,1,2006-11-28,NULL,227
227266,TARWIN RIVER @ KOONWARRA,TARWIN R KOONWARRA,.000,NULL,.00000,55,408996.000,5735402.000,UTM,-38.524993360,145.956006710,WGS84,1,.000,1,Y,N,1,2008-09-22,NULL,227
227270,FOSTER CREEK @ KORUMBURRA,FOSTER CK KORUMBURRA,NULL,NULL,NULL,55,394617.600,5745540.000,MGA94,-38.432195440,145.792608300,GDA94,NULL,.000,NULL,N,N,1,2011-10-13,NULL,227
227271,STONY CREEK @ MEENIYAN,STONY CK @ MEENYAN,NULL,NULL,NULL,55,416259.696,5726805.756,MGA94,-38.603299000,146.038287000,GDA94,NULL,.000,NULL,N,N,1,2017-04-13,NULL,227
227272,MERRIMAN CREEK @ SEASPRAY PUMP STATION,MERRIMAN CK PUMP STN,NULL,NULL,NULL,55,514431.900,5754732.400,MGA94,-38.355455560,147.165177780,GDA94,NULL,.000,NULL,y,Y,1,2013-09-25,NULL,227
227273,POWLETT RIVER AT MOUTH OF POWLETT ROAD,POWLETT RV AT MOUTH,NULL,NULL,NULL,55,370252.500,5729481.600,MGA94,-38.573658610,145.510553300,GDA94,NULL,.000,NULL,N,N,1,2016-11-03,NULL,227
227275,Stony Creek @ Meeniyan-Promontory Road,Stony Ck @ Meen_Prom,NULL,NULL,NULL,55,414554.053,5726975.044,MGA94,-38.601611000,146.018722000,GDA94,NOT,.000,NULL,N,N,1,2121-09-16,NULL,227
228215,King Parrot Creek @ D/S Drouin WWTP,King Parrot ck WWTP,NULL,NULL,NULL,55,397289.896,5778643.199,,-38.134096000,145.828032000,WGS84,9,.000,9,Y,N,1,2021-06-29,NULL,228
228272,KANANOOK CREEK AT WELLS STREET FRANKSTON,DAKAN0098,NULL,NULL,NULL,55,335272.000,5776544.000,MGA94,-38.143900000,145.120000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,228
228273,MONBULK CREEK OFF KAROO ROAD,DAMON0031,NULL,NULL,NULL,55,346796.500,5803426.700,MGA94,-37.903800000,145.257000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228274,PATTERSON RIVER AT NATIONAL WATER SPORTS CNTR BANGHOLME,DAPAT0573,NULL,NULL,NULL,55,337362.000,5786174.000,MGA94,-38.057600000,145.146000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,228
228275,KACKERABOITE CREEK UPSTREAM OLD MORNINGTON ROAD,WPKAC0007,NULL,NULL,NULL,55,333590.000,5773971.500,MGA94,-38.166800000,145.100000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228276,KING PARROT CREEK UPSTREAM KOO WEE RUP LONGWARRY ROAD,WPKIN0070,NULL,NULL,NULL,55,387635.300,5773997.300,MGA94,-38.174900000,145.717000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228277,LABERTOUCHE CREEK OFF LABERTOUCHE JACKSONS TRACK,WPLAB0036,NULL,NULL,NULL,55,394464.200,5785646.500,MGA94,-38.070800000,145.797000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228278,LOWER GUM SCRUB CREEK AT WENN ROAD,WPLGS0036,NULL,NULL,NULL,55,363956.000,5776610.000,MGA94,-38.148100000,145.447000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228279,MINNIEBURN CREEK AT SOUTH ROAD,WPMIN0035,NULL,NULL,NULL,55,398058.200,5767540.200,MGA94,-38.234400000,145.835000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228280,MUSK CREEK UPSTREAM KOO WEE RUP LONGWARRY ROAD,WPMUS0051,NULL,NULL,NULL,55,387043.200,5772575.100,MGA94,-38.187700000,145.710000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228281,OLIVERS CREEK AT BAYVIEW ROAD,WPOLI0014,NULL,NULL,NULL,55,342224.100,5760635.500,MGA94,-38.288500000,145.196000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228282,SWEETWATER CREEK AT GRANGE ROAD,WPSWE0007,NULL,NULL,NULL,55,334463.300,5774761.900,MGA94,-38.159900000,145.111000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228283,WYLIES DRAIN AT BAXTER-TOORADIN ROAD,WPWYL0023,NULL,NULL,NULL,55,354501.300,5771170.500,MGA94,-38.195700000,145.338000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228284,MCDONALDS DRAIN AT BALLARTO ROAD,WPMCD0115,NULL,NULL,NULL,55,368873.100,5775787.500,MGA94,-38.156300000,145.503000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228285,ARARAT CREEK AT NAR NAR GOO LONGWARRY ROAD,WPARA0063,NULL,NULL,NULL,55,376610.100,5784015.300,MGA94,-38.083200000,145.593000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228286,DIAMOND CREEK AT ELLIS ROAD,WPDIA0074,NULL,NULL,NULL,55,389562.000,5792003.700,MGA94,-38.012900000,145.742000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228386,BALCOMBE CREEK AT NEPEAN HIGHWAY MOUNT MARTHA,BALCOMBE-MT MARTHA,NULL,NULL,NULL,55,328271.500,5763052.500,MGA94,-38.264200000,145.037000000,GDA94,NULL,4.370,NULL,N,N,1,1993-01-07,NULL,228
228388,EUMMEMERING CREEK AT WORSLEY ROAD BANGHOLME,EUMM'NG-BANGHOLM,NULL,NULL,NULL,55,340284.500,5788105.400,MGA94,-38.040700000,145.180000000,GDA94,NULL,7.080,NULL,N,N,1,1994-01-27,NULL,228
228398,FERNY CREEK UPSTREAM MONBULK CREEK KNOXFIELD,DAFER0021,NULL,NULL,NULL,55,346314.200,5803473.500,MGA94,-37.903300000,145.252000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
228604,CROYDON MAIN DRAIN AT BANGALOOK ROAD WALKWAY WEST-EAST,DACRO0028,NULL,NULL,NULL,55,346773.100,5811114.000,MGA94,-37.834500000,145.259000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,228
229146,STRINGYBARK CREEK AT YARRA GLEN ROAD COLDSTREAM,S'BARK @ COLDSTREAM,NULL,NULL,NULL,55,357400.000,5826800.000,MGA94,-37.694900000,145.383000000,GDA94,NULL,.000,NULL,N,N,1,1973-10-18,NULL,229
229289,LITTLE YARRA RIVER AT CORDUROY ROAD,LITTLE YARRA,NULL,NULL,NULL,55,377072.000,5817984.000,MGA94,-37.777200000,145.604000000,GDA94,NULL,.000,NULL,N,N,1,1998-01-01,NULL,229
229294,BIG PATS CREEK AT SMALL TRACK OFF MISSISSIPI CREEK ROAD,YABPA0063,NULL,NULL,NULL,55,389179.139,5820855.733,MGA94,-37.752900000,145.742000000,GDA94,NULL,.000,NULL,N,N,1,2020-04-03,NULL,229
229295,BRUCES CREEK AT BEECH STREET,YABRC0076,NULL,NULL,NULL,55,334074.600,5846764.800,MGA94,-37.511200000,145.123000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229296,CORANDERRK CREEK AT HEALESVILLE-KOO WEE RUP ROAD,YACOR0033,NULL,NULL,NULL,55,369407.600,5827662.000,MGA94,-37.689000000,145.519000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229297,EDGARS CREEK AT MURRAY ROAD,YAEDG0039,NULL,NULL,NULL,55,321674.100,5821800.100,MGA94,-37.733700000,144.976000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229298,MCMAHONS CREEK AT WOODS POINT ROAD,YAMCM0059,NULL,NULL,NULL,55,396958.300,5826674.600,MGA94,-37.701400000,145.831000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229299,NEW CHUM CREEK AT ROAD 11 OFF MYERS CREEK ROAD,YANEW0050,NULL,NULL,NULL,55,369351.100,5833771.900,MGA94,-37.633900000,145.519000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229416,OLINDA CREEK UPSTREAM HULL ROAD,YAOLI0037,NULL,NULL,NULL,55,355701.000,5817544.200,MGA94,-37.778100000,145.361000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229417,SCOTCHMAN CREEK AT GOLFERS DRIVE,YASCO0018,NULL,NULL,NULL,55,331022.800,5806195.000,MGA94,-37.876100000,145.079000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229418,STARVATION CREEK UPSTREAM WOODS POINT ROAD,YASTA0047,NULL,NULL,NULL,55,394258.100,5825112.300,MGA94,-37.715100000,145.800000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229419,YARRA RIVER AT SPADONIS RESERVE COLDSTREAM,YAYAR2151,NULL,NULL,NULL,55,354512.000,5828284.000,MGA94,-37.681100000,145.350000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,229
229420,YARRA RIVER AT PRINCES BRIDGE,YAYAR3884,NULL,NULL,NULL,55,321168.000,5812297.000,MGA94,-37.819200000,144.968000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,229
229421,O'SHANNASSY RIVER UPSTREAM CONFLUENCE WITH YARRA,YAOSH0127,NULL,NULL,NULL,55,392907.300,5825898.500,MGA94,-37.707900000,145.785000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229
229601,DIAMOND CREEK AT MAIN ROAD ELTHAM,DIAMOND @ ELTHAM,NULL,NULL,NULL,55,336300.000,5822300.000,MGA94,-37.732000000,145.142000000,GDA94,NULL,.000,NULL,N,N,1,1973-05-23,NULL,229
229671,WOORI YALLOCK CREEK UPSTREAM WARBURTON HIGHWAY,WYC-WARBURTON HWY,NULL,NULL,NULL,55,368700.000,5817900.000,MGA94,-37.776800000,145.509000000,GDA94,NULL,.000,NULL,N,N,1,1989-08-31,NULL,229
229677,SHEPHERD CREEK D/S HEALESVILLE KOOWEERUP RD NANGANA,SHEPHERD CK-NANGANA,NULL,NULL,NULL,55,370788.700,5807980.100,MGA94,-37.866500000,145.531000000,GDA94,NULL,.000,NULL,N,N,1,1993-05-20,NULL,229
230200,MARIBYRNONG RIVER @ KEILOR,MARIBYRNONG @ KEILOR,10.625,AHD,1303.00000,55,309336.000,5822178.000,UTM,-37.727706090,144.836476100,WGS84,9,29.000,9,Y,N,1,1907-05-20,NULL,230
230202,JACKSON CREEK @ SUNBURY,JACKSON CK @ SUNBURY,182.080,AHD,337.00000,55,300626.000,5838015.000,UTM,-37.583217370,144.742035640,WGS84,9,.000,1,Y,N,1,1908-02-01,NULL,230
230204,RIDDELLS CREEK @ RIDDELLS CREEK,RIDDELLS @ RIDELLS,357.213,AHD,79.00000,55,294125.000,5851007.000,UTM,-37.464778760,144.672105400,WGS84,9,.000,1,Y,N,1,1933-09-14,NULL,230
230205,DEEP CREEK @ BULLA (D/S OF EMU CREEK JUNCT.),DEEP @ BULLA,82.826,AHD,865.00000,55,305956.000,5832795.000,UTM,-37.631372000,144.800973700,WGS84,9,99.000,9,Y,Y,1,1955-06-21,NULL,230
230206,JACKSON CREEK @ GISBORNE,JACKSON @ GISBORNE,418.772,AHD,96.00000,55,285340.000,5849609.000,UTM,-37.475370480,144.572443200,WGS84,9,433.000,1,Y,N,1,1960-05-09,NULL,230
230209,BARRINGO CREEK @ BARRINGO (U/S OF DIVERSION),BARRINGO CREEK,.000,ARB,6.00000,55,289900.000,5856928.000,UTM,-37.410503870,144.626055100,WGS84,9,.000,1,Y,Y,1,1966-06-16,NULL,230
230210,SALTWATER CREEK @ BULLENGAROOK,SALTWATER @ BULLEN.,463.540,AHD,39.00000,55,281073.000,5849889.000,UTM,-37.471848020,144.524312400,WGS84,9,469.000,9,Y,N,1,1968-05-08,NULL,230
230213,TURRITABLE CREEK @ MOUNT MACEDON,TURRITABLE @ MACEDON,457.898,AHD,15.00000,55,286273.000,5855903.000,UTM,-37.418904970,144.584809600,WGS84,9,.000,1,Y,N,1,1970-08-24,NULL,230
230217,GARDEN HUT CREEK @ U/S OF LANCEFIELD RESERVIOR,GARDEN @ US LANCE.,NULL,NULL,NULL,55,290800.000,5867700.000,AMG66,-37.313693170,144.639259100,AGD66,NULL,.000,NULL,y,N,1,1977-07-20,NULL,230
230218,BOLINDA CREEK @ MOUNT ELIZA,BOLINDA @ MT. ELIZA,NULL,NULL,NULL,55,295016.300,5861182.400,AMG66,-37.373333330,144.685000000,AGD66,1,.000,NULL,y,N,1,1991-11-12,NULL,230
230220,JACKSON CREEK @ CLARKFIELD,JACKSON CK CLARKF'LD,NULL,NULL,NULL,55,300131.400,5848280.900,MGA94,-37.490780000,144.739220000,GDA94,9,.000,NULL,y,N,1,2004-02-18,NULL,230
230227,MAIN CREEK @ KERRIE,MAIN CK @ KERRIE,NULL,NULL,NULL,55,292900.000,5858600.000,AMG66,-37.396121060,144.660394900,AGD66,NULL,.000,NULL,Y,N,1,1989-12-04,NULL,230
230231,WILLIMIGONGON CK @ MT MACEDON-ANZAC RD,WILLIMIGONGON CK,NULL,NULL,NULL,55,286986.400,5858152.500,MGA94,-37.398940000,144.593500000,GDA94,1,.000,NULL,Y,N,1,1992-03-23,NULL,230
230232,DEEP CREEK @ BOLINDA,DEEP CK @ BOLINDA,.000,ARB,315.00000,55,306826.000,5855493.000,UTM,-37.427114150,144.816796100,WGS84,9,.000,1,Y,Y,1,1993-02-24,NULL,230
230233,JACKSON CREEK @ GISBORNE TREATMENT PLANT,JACKSON CK TREAT.PL.,NULL,NULL,NULL,55,289235.500,5848322.800,MGA94,-37.487980560,144.616080600,GDA94,NULL,.000,NULL,y,N,1,1993-03-24,NULL,230
230239,STONEY CREEK U/S ORD HILL RESERVOIR,STONEY C ORD HILL RE,NULL,NULL,NULL,55,287666.400,5859697.800,MGA94,-37.385180000,144.601620000,GDA94,NULL,.000,NULL,y,N,1,2002-04-30,NULL,230
230240,JACKSON CREEK @ SALESIAN COLLEGE SUNBURY,JACKSON CK SALESIAN,NULL,NULL,NULL,55,300140.000,5839340.000,ANG,-37.571178420,144.736896900,AGD66,NULL,.000,NULL,y,N,1,2004-02-13,NULL,230
230242,JACKSONS CREEK @ U/S RIDDLES CREEK RWP OUTFALL,JACKSONS CK U/S RWP,NULL,NULL,NULL,55,297808.752,5849062.256,MGA94,-37.483237000,144.713182000,GDA94,NULL,.000,NULL,N,N,1,2018-06-23,NULL,230
230243,BOLINDA CREEK PDR FLOW @ BOLINDA CREEK OFFTAKE,BOLINDA CK PDR FLOW,NULL,NULL,NULL,55,293497.752,5861432.196,MGA94,-37.370876260,144.667920600,GDA94,NULL,.000,NULL,N,N,1,2012-01-17,NULL,230
230244,TAYLORS CREEK AT WALKWAY DOWNSTREAM GREEN GULLY ROAD,MATAY0018,NULL,NULL,NULL,55,308412.000,5822246.500,MGA94,-37.727000000,144.826000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,230
230245,JACKSONS CREEK UPSTREAM SUNBURY-RIDDELLS ROAD,MAJAC0152,NULL,NULL,NULL,55,295177.300,5847962.600,MGA94,-37.492600000,144.683000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,230
230246,DEEP CREEK @ ROMSEY,DEEP CK @ ROMSEY,NULL,NULL,NULL,55,303741.290,5862767.681,NULL,-37.360942000,144.783888000,GDA94,9,.000,NOT,N,N,1,2019-05-03,NULL,230
230250,Deep Creek @ Romsey Treatment Plant,Deep Ck @ Romsey TP,NULL,NULL,NULL,55,303629.462,5861933.818,NULL,-37.368429000,144.782405000,NULL,NULL,.000,NULL,N,N,1,2021-04-08,NULL,230
230704,BOLINDA CREEK OFFTAKE @ BOLINDA CREEK,BOLINDA CK OFFTAKE,NULL,NULL,NULL,55,293497.000,5861417.800,UTM,-37.370876260,144.667920600,GDA94,NULL,.000,NULL,Y,N,1,2012-01-17,NULL,230
230706,MAIN CREEK OFFTAKE @ FORSTER RESERVOIR,MAIN CK OFFTAKE,NULL,NULL,NULL,55,293810.000,5855778.000,UTM,-37.421739760,144.669879900,GDA94,NULL,.000,NULL,Y,N,1,2012-06-20,NULL,230
230707,PIPELINE INFLOW @ LANCEFIELD BASIN,INFLOW TO LANCEFIELD,NULL,NULL,NULL,55,295703.300,5871309.200,UTM,-37.282277120,144.695542000,GDA94,NULL,.000,NULL,Y,N,1,2011-12-21,NULL,230
231102,CHERRY DRAIN PIPELINE AT ALTONA,YAMOO0083,NULL,NULL,NULL,55,308250.512,5808733.585,MGA94,-37.848700000,144.820600000,GDA94,NULL,.000,NULL,N,N,1,1966-05-30,NULL,231
231200,WERRIBEE RIVER @ BACCHUS MARSH,WERRIBEE @ BACCHUS,99.044,NULL,363.00000,55,273214.000,5826449.000,UTM,-37.681017270,144.428267500,WGS84,9,119.000,9,Y,Y,1,1887-04-01,NULL,231
231203,PYKES CREEK @ PYKES CREEK RESERVOIR,PYKES @ PYKES,363.746,AHD,125.00000,55,261151.000,5833506.000,UTM,-37.614419580,144.293918600,WGS84,9,.000,1,Y,N,1,1908-11-23,NULL,231
231204,WERRIBEE RIVER @ WERRIBEE DIVERSION WEIR,WERRIBEE @ DIV. WEIR,.000,ARB,1424.00000,55,292934.000,5804924.000,UTM,-37.879526340,144.645565500,WGS84,9,31.000,9,Y,Y,1,1911-02-01,NULL,231
231205,WERRIBEE RIVER @ MELTON RESERVOIR (TAIL GAUGE),WERRIBEE @ MELTON,56.745,AHD,1155.00000,55,286131.000,5819552.000,UTM,-37.746228740,144.572594400,WGS84,9,77.000,9,Y,N,1,1917-01-01,NULL,231
231208,WERRIBEE RIVER @ COBBLEDICK FORD,WERRIBEE RIVER,.000,ARB,1356.00000,55,287115.000,5811348.000,UTM,-37.820336480,144.581345900,WGS84,9,.000,1,Y,Y,1,1930-03-06,NULL,231
231211,LERDERDERG RIVER @ U/S GOODMAN CREEK JUNCTION,LERDERDERG @ GOODMAN,119.145,AHD,234.00000,55,272973.000,5832020.000,UTM,-37.630721300,144.427204200,WGS84,9,134.000,9,Y,N,1,1956-05-31,NULL,231
231213,LERDERDERG RIVER @ SARDINE CREEK O'BRIEN CROSSING,LERDERDERG @ SARDINE,424.737,AHD,153.00000,55,266709.000,5846786.000,UTM,-37.496273980,144.361049800,WGS84,9,.000,1,Y,Y,1,1959-04-15,NULL,231
231214,PYRITES CREEK @ BACCHUS MARSH,PYRITES @ BACCHUS M.,NULL,NULL,NULL,55,278800.000,5826600.000,AMG66,-37.681021560,144.491601600,AGD66,1,.000,1,N,N,1,1960-05-10,NULL,231
231221,WERRIBEE RIVER @ MELTON RESERVOIR (HEAD GAUGE),WERRIBEE @ MELTON,NULL,NULL,NULL,55,285838.085,5819713.046,AMG66,-37.744710000,144.569320000,WGS84,1,.000,1,N,N,1,1916-07-26,NULL,231
231222,PYKES CREEK @ PYKES CREEK RESERVOIR (H.GAUGE),PYKES @ PYKES RESERV,NULL,NULL,NULL,55,261232.300,5833999.200,AMG66,-37.610000000,144.295000000,AGD66,1,.000,1,N,N,1,1911-10-01,NULL,231
231223,PYRITES CREEK @ MERRIMU RESERVOIR (HEAD GAUGE),PYRITES @ MERRIMU,NULL,NULL,NULL,55,278664.100,5831892.300,AMG66,-37.633333330,144.491666700,AGD66,1,.000,1,N,N,1,1969-09-26,NULL,231
231225,WERRIBEE RIVER @ BALLAN (U/S OLD WESTERN HWY),WERRIBEE @ BALLAN,471.951,AHD,71.00000,55,257155.000,5835013.000,UTM,-37.599805440,144.249192800,WGS84,9,.000,1,N,N,1,1973-05-15,NULL,231
231231,TOOLERN CREEK @ MELTON SOUTH,TOOLERN @ MELTON,87.031,AHD,95.00000,55,286628.000,5821625.000,UTM,-37.727676960,144.578839100,WGS84,9,.000,1,N,Y,1,1979-05-03,NULL,231
